Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A01
Wafer ID                :N64S03A01
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 11:33:24 2026
Test End Date           :Wed May 13 11:46:52 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     40    7.29    509   92.71

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
221,1,5,5,30,18,3.8634,74.689,74.692,74.688,12.211,12.19,12.18,12.175,12.174,12.174,12.174,12.174,12.175,12.176,12.176,12.176,12.175,12.175,12.176,12.177,12.178,12.178,12.178,12.177,12.178,21.552,265.29,74.655,74.664,8.8501,6.3233,6.3215,0.0018,312.61,6.1833,74.763
222,1,5,5,29,18,3.8871,74.521,74.526,74.524,12.306,12.283,12.273,12.27,12.269,12.27,12.268,12.269,12.27,12.27,12.27,12.271,12.27,12.271,12.271,12.272,12.272,12.271,12.272,12.273,12.272,22.313,265.08,74.497,74.507,10.223,6.3623,6.3603,0.002,312.46,6.2239,74.587
223,1,5,5,28,18,3.8313,74.522,74.52,74.52,12.275,12.25,12.239,12.235,12.232,12.231,12.232,12.233,12.233,12.233,12.232,12.233,12.235,12.235,12.236,12.234,12.235,12.235,12.236,12.236,12.236,25.681,265.24,74.548,74.511,37.003,6.3094,6.3073,0.0021,312.62,6.1684,74.583
224,1,5,5,27,18,3.838,74.615,74.614,74.624,12.201,12.177,12.165,12.159,12.157,12.156,12.155,12.156,12.157,12.156,12.156,12.156,12.156,12.157,12.157,12.158,12.158,12.158,12.157,12.157,12.158,24.001,265.41,74.627,74.71,83.023,6.252,6.25,0.002,312.72,6.1131,74.669
225,1,5,5,26,18,3.757,74.659,74.662,74.659,12.068,12.045,12.032,12.025,12.021,12.02,12.02,12.02,12.02,12.02,12.02,12.021,12.02,12.021,12.021,12.023,12.023,12.022,12.022,12.022,12.022,23.432,265.6,74.644,74.702,57.617,6.1848,6.1824,0.0024,313.07,6.045,74.717
226,1,5,5,25,18,3.8003,74.59,74.592,74.591,11.925,11.902,11.892,11.887,11.883,11.884,11.884,11.883,11.882,11.884,11.885,11.886,11.885,11.885,11.886,11.886,11.886,11.886,11.886,11.886,11.887,22.49,265.87,74.565,74.618,53.406,6.1199,6.1181,0.0017,313.26,5.9812,74.639
227,1,5,5,24,18,3.7923,74.331,74.331,74.332,11.774,11.753,11.741,11.736,11.732,11.733,11.732,11.732,11.731,11.733,11.734,11.733,11.733,11.734,11.735,11.735,11.736,11.735,11.735,11.734,11.735,21.463,266.17,74.292,74.282,10.452,6.0763,6.0741,0.0022,313.47,5.938,74.403
228,1,5,5,23,18,3.7044,74.177,74.177,74.179,11.743,11.721,11.71,11.706,11.703,11.703,11.703,11.702,11.702,11.702,11.704,11.704,11.704,11.704,11.704,11.704,11.704,11.704,11.705,11.706,11.706,22.302,266.29,74.15,74.165,14.496,6.0566,6.0547,0.0019,313.69,5.9181,74.234
229,1,5,5,22,18,3.7794,74.138,74.14,74.146,11.691,11.669,11.658,11.653,11.651,11.651,11.65,11.651,11.652,11.652,11.651,11.651,11.653,11.652,11.653,11.653,11.653,11.653,11.652,11.653,11.654,22.176,266.5,74.119,74.131,11.215,6.0183,6.0163,0.002,313.86,5.8788,74.184
230,1,5,5,21,18,3.6892,74.13,74.124,74.131,11.615,11.592,11.58,11.575,11.573,11.57,11.569,11.571,11.569,11.57,11.571,11.572,11.572,11.572,11.572,11.572,11.571,11.572,11.572,11.573,11.573,22.821,266.59,74.109,74.119,10.223,5.9807,5.9786,0.0021,314.03,5.8415,74.199
231,1,5,5,20,18,3.6696,74.17,74.177,74.17,11.52,11.5,11.491,11.487,11.484,11.483,11.483,11.483,11.484,11.484,11.485,11.485,11.486,11.485,11.484,11.486,11.487,11.486,11.486,11.486,11.486,20.073,266.74,74.164,74.174,10.147,5.9469,5.9449,0.002,314.11,5.8089,74.238
232,1,5,5,19,18,3.6529,74.231,74.233,74.231,11.622,11.6,11.59,11.584,11.583,11.583,11.582,11.581,11.583,11.584,11.584,11.583,11.584,11.586,11.585,11.584,11.584,11.584,11.584,11.585,11.586,22.277,266.63,74.188,74.201,13.275,5.9747,5.9725,0.0022,314.01,5.8362,74.304
233,1,5,5,18,18,3.7233,74.229,74.23,74.23,11.626,11.603,11.594,11.589,11.587,11.586,11.585,11.586,11.587,11.587,11.586,11.588,11.588,11.588,11.589,11.588,11.59,11.59,11.589,11.589,11.59,23.179,266.56,74.219,74.252,32.959,5.9824,5.9799,0.0025,313.92,5.8441,74.292
234,1,5,5,17,18,3.7633,74.298,74.301,74.301,11.696,11.675,11.665,11.66,11.659,11.658,11.657,11.657,11.658,11.658,11.658,11.659,11.66,11.661,11.66,11.66,11.66,11.66,11.66,11.66,11.659,21.297,266.44,74.3,74.319,19.302,6.0038,6.0022,0.0016,313.84,5.8662,74.362
235,1,5,5,16,18,3.7582,74.479,74.482,74.48,11.835,11.813,11.801,11.796,11.795,11.792,11.793,11.793,11.794,11.794,11.794,11.794,11.793,11.794,11.795,11.795,11.795,11.796,11.795,11.795,11.796,22.08,266.19,74.477,74.51,33.432,6.0449,6.0438,0.0011,313.56,5.9073,74.524
236,1,5,5,15,18,3.7389,74.721,74.723,74.723,11.981,11.959,11.948,11.944,11.943,11.94,11.939,11.941,11.942,11.941,11.942,11.942,11.943,11.943,11.943,11.943,11.943,11.944,11.943,11.943,11.943,21.934,265.8,74.719,74.768,48.828,6.0994,6.0975,0.0019,313.22,5.9616,74.769
237,1,5,5,14,18,3.8155,74.909,74.913,74.908,12.026,12.005,11.993,11.989,11.986,11.986,11.985,11.986,11.985,11.985,11.986,11.987,11.987,11.986,11.987,11.987,11.988,11.989,11.989,11.988,11.989,21.295,265.75,74.9,74.928,28.305,6.1191,6.1174,0.0016,313.06,5.9812,74.949
238,1,5,5,13,18,3.8073,74.937,74.94,74.943,12.147,12.124,12.113,12.106,12.102,12.1,12.1,12.101,12.101,12.1,12.101,12.101,12.101,12.101,12.101,12.102,12.102,12.103,12.101,12.101,12.102,22.801,265.46,74.952,75.044,92.049,6.1853,6.1834,0.0019,312.82,6.0468,74.979
239,1,5,5,12,18,3.822,74.854,74.858,74.858,12.217,12.195,12.184,12.179,12.177,12.174,12.173,12.174,12.174,12.174,12.174,12.176,12.175,12.175,12.176,12.176,12.176,12.175,12.175,12.175,12.176,22.086,265.28,74.827,74.835,8.7738,6.2419,6.2399,0.0019,312.84,6.1045,74.91
240,1,5,5,11,18,3.8309,74.838,74.84,74.84,12.385,12.36,12.35,12.347,12.345,12.344,12.345,12.345,12.345,12.345,12.345,12.346,12.347,12.346,12.345,12.346,12.347,12.348,12.348,12.347,12.347,24.59,264.89,74.82,74.842,22.125,6.3258,6.3244,0.0013,312.35,6.1875,74.885
241,1,5,5,10,18,3.8455,74.977,74.983,74.987,12.482,12.458,12.445,12.439,12.438,12.438,12.437,12.437,12.437,12.438,12.439,12.439,12.439,12.439,12.44,12.44,12.44,12.44,12.44,12.442,12.442,24.435,264.77,74.955,75.009,54.031,6.3671,6.3647,0.0023,312.19,6.2293,75.023
242,1,5,5,9,18,3.8154,75.17,75.178,75.173,12.465,12.442,12.431,12.426,12.423,12.422,12.422,12.423,12.422,12.423,12.423,12.424,12.424,12.424,12.425,12.426,12.426,12.424,12.425,12.424,12.425,23.682,264.72,75.164,75.166,2.594,6.3667,6.3647,0.0019,312.12,6.2293,75.219
243,1,5,5,8,18,3.8226,75.012,75.01,75.015,12.216,12.193,12.182,12.179,12.178,12.178,12.178,12.177,12.177,12.177,12.178,12.177,12.178,12.178,12.178,12.179,12.18,12.179,12.18,12.181,12.179,22.324,265.07,74.979,74.981,2.2888,6.3297,6.3285,0.0011,312.57,6.1935,75.116
244,1,1,1,7,18,3.9008,73.599,73.602,73.603,11.511,11.49,11.481,11.477,11.476,11.477,11.478,11.477,11.477,11.478,11.479,11.48,11.48,11.48,11.48,11.479,11.48,11.481,11.48,11.48,11.481,20.9,265.46,73.524,73.459,65.247,6.3718,6.3697,0.0021,312.95,6.2333,73.737
245,1,17,37,7,19,3.8777,73.902,73.905,73.904,11.492,11.471,11.463,11.459,11.458,11.46,11.459,11.459,11.459,11.46,11.461,11.462,11.462,11.462,11.462,11.463,11.464,11.463,11.463,11.464,11.462,20.752,265.74,73.858,73.83,28.839,6.2873,6.2852,0.0021,313.29,6.1489,74.045
246,1,5,5,8,19,3.8045,75.094,75.103,75.102,12.135,12.114,12.105,12.101,12.099,12.098,12.097,12.099,12.098,12.099,12.099,12.099,12.1,12.1,12.101,12.101,12.101,12.1,12.1,12.1,12.102,20.643,265.41,75.057,75.053,4.6539,6.2584,6.2565,0.0019,312.85,6.1222,75.182
247,1,5,5,9,19,3.8504,75.111,75.116,75.116,12.362,12.339,12.33,12.325,12.323,12.321,12.323,12.324,12.325,12.325,12.324,12.324,12.326,12.325,12.325,12.326,12.325,12.326,12.326,12.327,12.326,23.312,265.06,75.097,75.117,19.913,6.3083,6.306,0.0022,312.44,6.1697,75.161
248,1,5,5,10,19,3.6513,74.879,74.881,74.884,12.426,12.402,12.39,12.384,12.383,12.383,12.381,12.381,12.381,12.381,12.383,12.383,12.384,12.383,12.383,12.384,12.383,12.384,12.384,12.385,12.384,23.6,264.94,74.891,74.882,8.316,6.3337,6.3322,0.0015,312.53,6.1948,74.925
249,1,5,5,11,19,3.7272,74.734,74.736,74.736,12.354,12.328,12.316,12.309,12.305,12.305,12.305,12.304,12.303,12.304,12.304,12.304,12.305,12.305,12.305,12.306,12.306,12.305,12.306,12.306,12.306,26.062,265.03,74.754,74.791,37.842,6.3096,6.3072,0.0023,312.53,6.1708,74.772
250,1,5,5,12,19,3.7825,74.765,74.769,74.765,12.132,12.109,12.097,12.092,12.087,12.086,12.086,12.087,12.087,12.087,12.086,12.087,12.088,12.087,12.087,12.087,12.087,12.089,12.089,12.088,12.089,22.838,265.5,74.734,74.728,6.1035,6.2067,6.2048,0.0019,313.08,6.0703,74.817
251,1,5,5,13,19,3.7461,74.836,74.844,74.842,12.047,12.024,12.011,12.005,12.002,11.999,12.001,12,12.001,12.001,12.001,12.001,12.001,12.002,12.002,12.002,12.002,12.002,12.002,12.003,12.003,23.676,265.65,74.829,74.828,0.8392,6.1434,6.1415,0.0019,313.04,6.0067,74.892
252,1,5,5,14,19,3.7144,74.798,74.792,74.789,11.957,11.933,11.921,11.914,11.911,11.91,11.91,11.91,11.91,11.91,11.911,11.91,11.911,11.911,11.913,11.912,11.911,11.912,11.914,11.911,11.911,23.791,265.83,74.807,74.777,29.526,6.0936,6.0914,0.0022,313.22,5.9566,74.842
253,1,5,5,15,19,3.7177,74.602,74.612,74.613,11.919,11.897,11.886,11.88,11.879,11.877,11.877,11.878,11.878,11.878,11.879,11.88,11.878,11.881,11.88,11.879,11.881,11.881,11.88,11.88,11.881,21.975,265.92,74.59,74.58,10.681,6.0845,6.0824,0.0021,313.31,5.9477,74.66
254,1,5,5,16,19,3.6692,74.404,74.41,74.409,11.731,11.71,11.699,11.694,11.692,11.691,11.69,11.692,11.693,11.692,11.691,11.694,11.694,11.693,11.693,11.694,11.694,11.694,11.693,11.695,11.694,21.497,266.38,74.446,74.432,14.038,6.0039,6.0016,0.0023,313.81,5.8661,74.456
255,1,5,5,17,19,3.6388,74.314,74.318,74.319,11.601,11.579,11.57,11.566,11.564,11.563,11.562,11.563,11.565,11.563,11.564,11.563,11.565,11.565,11.566,11.566,11.565,11.565,11.565,11.566,11.566,21.706,266.6,74.314,74.372,58.441,5.9585,5.9568,0.0018,314.01,5.822,74.377
256,1,5,5,18,19,3.654,74.323,74.33,74.328,11.54,11.517,11.506,11.502,11.501,11.499,11.498,11.498,11.498,11.501,11.5,11.499,11.501,11.501,11.502,11.501,11.501,11.5,11.502,11.502,11.502,22.68,266.75,74.305,74.316,10.91,5.9316,5.9298,0.0018,314.15,5.7948,74.388
257,1,5,5,19,19,3.6255,74.37,74.377,74.38,11.532,11.511,11.502,11.497,11.495,11.495,11.494,11.495,11.495,11.495,11.496,11.496,11.496,11.497,11.497,11.496,11.497,11.498,11.499,11.499,11.498,21.212,266.71,74.359,74.386,27.237,5.9303,5.9285,0.0019,313.99,5.7919,74.44
258,1,5,5,20,19,3.6183,74.354,74.357,74.355,11.475,11.455,11.444,11.44,11.436,11.437,11.436,11.436,11.436,11.437,11.436,11.437,11.437,11.438,11.439,11.438,11.438,11.44,11.439,11.439,11.439,20.193,266.87,74.332,74.346,14.038,5.9068,5.9045,0.0022,314.29,5.7695,74.419
259,1,5,5,21,19,3.5739,74.245,74.25,74.256,11.523,11.502,11.491,11.485,11.483,11.481,11.482,11.482,11.482,11.481,11.482,11.482,11.483,11.485,11.484,11.484,11.483,11.483,11.485,11.484,11.484,20.418,266.81,74.221,74.229,8.5449,5.9287,5.9269,0.0019,314.12,5.7721,74.315
260,1,5,5,22,19,3.5512,74.167,74.17,74.184,11.613,11.59,11.578,11.573,11.57,11.571,11.571,11.571,11.571,11.57,11.571,11.571,11.571,11.591,11.572,11.572,11.573,11.573,11.575,11.573,11.573,22.621,266.66,74.16,74.174,14.572,5.9702,5.9681,0.0021,314.06,5.8172,74.209
261,1,5,5,23,19,3.6443,74.12,74.122,74.124,11.699,11.677,11.665,11.66,11.658,11.658,11.657,11.658,11.659,11.659,11.659,11.658,11.659,11.659,11.66,11.661,11.661,11.66,11.661,11.661,11.661,22.375,266.5,74.113,74.135,22.278,6.0353,6.0328,0.0025,313.77,5.8838,74.167
262,1,5,5,24,19,3.6506,74.184,74.184,74.186,11.686,11.664,11.653,11.649,11.646,11.644,11.644,11.646,11.646,11.646,11.646,11.646,11.647,11.646,11.646,11.646,11.647,11.647,11.647,11.647,11.648,21.886,266.35,74.152,74.148,4.2725,6.0479,6.0462,0.0017,313.76,5.8977,74.259
263,1,5,5,25,19,3.7279,74.416,74.417,74.425,11.818,11.795,11.784,11.778,11.777,11.777,11.778,11.778,11.777,11.778,11.777,11.779,11.779,11.778,11.779,11.78,11.779,11.78,11.779,11.779,11.779,23.18,266.08,74.379,74.368,10.757,6.0918,6.09,0.0018,313.41,5.944,74.48
264,1,5,5,26,19,3.701,74.514,74.515,74.515,11.983,11.961,11.95,11.945,11.942,11.942,11.943,11.941,11.941,11.941,11.943,11.944,11.944,11.944,11.944,11.944,11.945,11.945,11.945,11.945,11.946,22.288,265.79,74.516,74.559,43.045,6.1674,6.1653,0.0022,313.04,6.0207,74.57
265,1,5,5,27,19,3.7691,74.496,74.492,74.496,12.171,12.146,12.134,12.129,12.129,12.128,12.126,12.126,12.127,12.127,12.128,12.129,12.128,12.128,12.129,12.129,12.129,12.129,12.131,12.131,12.131,24.952,265.44,74.49,74.474,15.961,6.2612,6.2588,0.0024,312.69,6.1137,74.544
266,1,5,5,28,19,3.7952,74.399,74.396,74.397,12.221,12.197,12.187,12.183,12.183,12.183,12.182,12.181,12.182,12.183,12.184,12.183,12.183,12.182,12.184,12.185,12.184,12.184,12.184,12.185,12.184,24.147,265.37,74.373,74.397,23.88,6.2995,6.2976,0.002,312.78,6.1531,74.443
267,1,5,5,29,19,3.7947,74.389,74.391,74.395,12.272,12.25,12.24,12.236,12.233,12.234,12.233,12.234,12.233,12.234,12.234,12.236,12.236,12.236,12.236,12.237,12.235,12.236,12.237,12.237,12.237,22.283,265.11,74.365,74.366,1.7548,6.3586,6.3569,0.0017,312.64,6.2133,74.457
268,1,5,5,30,19,3.8197,74.585,74.583,74.587,12.223,12.201,12.19,12.185,12.183,12.182,12.182,12.184,12.184,12.184,12.184,12.185,12.185,12.185,12.186,12.187,12.187,12.186,12.186,12.186,12.186,22.275,265.21,74.549,74.56,10.605,6.3421,6.34,0.0021,312.6,6.1959,74.65
269,1,5,5,31,19,3.8389,74.744,74.747,74.75,12.028,12.008,11.999,11.995,11.993,11.992,11.992,11.994,11.994,11.994,11.995,11.995,11.996,11.996,11.996,11.997,11.997,11.997,11.997,11.997,11.997,20.305,265.76,74.751,74.801,49.667,6.2461,6.2444,0.0017,313.13,6.1028,74.782
270,1,1,1,32,19,3.8084,73.692,73.696,73.697,11.322,11.302,11.292,11.289,11.288,11.288,11.288,11.289,11.29,11.29,11.291,11.29,11.291,11.292,11.293,11.292,11.291,11.291,11.294,11.291,11.292,20.068,266.39,73.651,73.641,10.223,6.1954,6.1932,0.0021,313.91,6.0527,73.821
271,1,1,1,32,20,3.8289,73.775,73.781,73.782,11.412,11.39,11.38,11.376,11.374,11.374,11.373,11.374,11.375,11.375,11.375,11.375,11.374,11.375,11.376,11.376,11.375,11.375,11.376,11.376,11.377,21.991,266.2,73.734,73.736,2.0752,6.2274,6.2251,0.0023,313.87,6.0824,73.904
272,1,5,5,31,20,3.7628,74.762,74.76,74.764,12.09,12.069,12.059,12.056,12.054,12.055,12.055,12.055,12.057,12.056,12.055,12.056,12.057,12.058,12.058,12.057,12.058,12.057,12.058,12.059,12.058,21.453,265.5,74.782,74.8,18.387,6.2803,6.2786,0.0017,313.02,6.1366,74.802
273,1,5,5,30,20,3.7031,74.547,74.558,74.555,12.234,12.209,12.199,12.193,12.191,12.189,12.189,12.19,12.191,12.19,12.19,12.191,12.191,12.213,12.192,12.191,12.191,12.192,12.191,12.192,12.191,24.163,265.16,74.517,74.527,9.3918,6.3535,6.3517,0.0018,312.72,6.211,74.625
274,1,5,5,29,20,3.8052,74.338,74.34,74.343,12.272,12.249,12.239,12.232,12.229,12.229,12.229,12.229,12.229,12.229,12.229,12.229,12.23,12.231,12.231,12.23,12.23,12.231,12.231,12.232,12.231,22.464,265.19,74.308,74.344,35.782,6.3658,6.3639,0.0019,313.07,6.2218,74.403
275,1,5,5,28,20,3.7366,74.313,74.314,74.312,12.215,12.192,12.183,12.179,12.177,12.176,12.177,12.179,12.177,12.177,12.179,12.179,12.181,12.18,12.18,12.179,12.179,12.18,12.18,12.181,12.181,23.116,265.32,74.338,74.35,12.36,6.3088,6.3072,0.0016,312.82,6.1665,74.354
276,1,5,5,27,20,3.7379,74.387,74.386,74.388,12.171,12.15,12.14,12.135,12.13,12.13,12.131,12.132,12.132,12.132,12.133,12.133,12.134,12.134,12.133,12.134,12.135,12.135,12.134,12.134,12.133,20.878,265.33,74.412,74.407,4.9591,6.2764,6.2741,0.0023,312.63,6.1349,74.432
277,1,5,5,26,20,3.6934,74.392,74.394,74.395,11.976,11.952,11.94,11.937,11.935,11.934,11.933,11.934,11.934,11.934,11.934,11.934,11.935,11.935,11.935,11.936,11.936,11.935,11.935,11.936,11.936,24.304,265.68,74.38,74.384,4.0436,6.1748,6.1728,0.002,313.05,6.034,74.446
278,1,5,5,25,20,3.7067,74.291,74.298,74.298,11.817,11.791,11.778,11.772,11.77,11.768,11.767,11.767,11.767,11.767,11.767,11.767,11.767,11.768,11.768,11.769,11.769,11.77,11.77,11.769,11.769,26.261,266.12,74.262,74.259,3.1281,6.0994,6.0977,0.0017,313.67,5.9582,74.363
279,1,5,5,24,20,3.691,74.09,74.092,74.094,11.69,11.668,11.657,11.653,11.651,11.65,11.649,11.648,11.65,11.65,11.65,11.65,11.65,11.651,11.652,11.651,11.651,11.652,11.653,11.653,11.651,22.482,266.36,74.056,74.066,9.3079,6.051,6.0493,0.0017,313.76,5.91,74.161
280,1,5,5,23,20,3.6899,74.073,74.075,74.077,11.698,11.676,11.666,11.661,11.659,11.657,11.656,11.657,11.659,11.658,11.658,11.658,11.66,11.66,11.659,11.66,11.66,11.66,11.66,11.66,11.66,22.355,266.45,74.079,74.098,18.997,6.0348,6.033,0.0018,313.84,5.8926,74.115
281,1,5,5,22,20,3.6368,74.167,74.17,74.169,11.582,11.562,11.55,11.545,11.542,11.542,11.541,11.561,11.541,11.542,11.541,11.542,11.542,11.543,11.543,11.542,11.543,11.544,11.545,11.543,11.543,20.082,266.79,74.191,74.185,6.4087,5.9555,5.9536,0.0019,314.17,5.8144,74.22
282,1,5,5,21,20,3.5782,74.323,74.328,74.324,11.525,11.504,11.495,11.49,11.487,11.484,11.484,11.484,11.484,11.485,11.486,11.486,11.486,11.487,11.487,11.487,11.487,11.487,11.487,11.488,11.489,20.866,266.81,74.317,74.298,18.997,5.9162,5.9137,0.0025,314.26,5.7748,74.369
283,1,5,5,20,20,3.5917,74.487,74.495,74.499,11.494,11.473,11.46,11.454,11.452,11.451,11.449,11.449,11.45,11.45,11.45,11.45,11.45,11.451,11.452,11.452,11.452,11.451,11.45,11.45,11.451,21.13,266.83,74.494,74.538,44.273,5.8974,5.8962,0.0013,314.15,5.7562,74.564
284,1,5,5,19,20,3.5288,74.496,74.499,74.504,11.521,11.499,11.487,11.479,11.473,11.471,11.471,11.471,11.469,11.47,11.47,11.47,11.471,11.47,11.471,11.471,11.471,11.47,11.471,11.471,11.472,21.767,266.74,74.488,74.511,23.125,5.9132,5.9112,0.0021,314.49,5.7724,74.55
285,1,5,5,18,20,3.6037,74.377,74.379,74.384,11.505,11.483,11.473,11.468,11.466,11.465,11.465,11.464,11.465,11.466,11.466,11.466,11.466,11.465,11.465,11.469,11.468,11.468,11.467,11.468,11.468,22.091,266.79,74.343,74.368,24.567,5.915,5.9119,0.003,314.16,5.775,74.441
286,1,5,5,17,20,3.5996,74.314,74.313,74.318,11.574,11.553,11.542,11.539,11.537,11.537,11.535,11.535,11.536,11.537,11.537,11.536,11.535,11.536,11.537,11.537,11.538,11.538,11.537,11.538,11.538,21.302,266.61,74.29,74.303,13.58,5.9497,5.9477,0.002,314.06,5.8098,74.368
287,1,5,5,16,20,3.6354,74.333,74.336,74.339,11.69,11.667,11.656,11.65,11.647,11.646,11.646,11.646,11.648,11.648,11.647,11.647,11.648,11.648,11.646,11.649,11.647,11.647,11.648,11.649,11.649,23.363,266.46,74.336,74.38,44.556,5.9946,5.9917,0.0028,314,5.8528,74.374
288,1,5,5,15,20,3.7187,74.495,74.523,74.502,11.869,11.847,11.836,11.83,11.827,11.826,11.826,11.826,11.826,11.826,11.827,11.829,11.828,11.828,11.828,11.83,11.829,11.829,11.828,11.828,11.829,22.498,266.03,74.504,74.502,2.7542,6.0748,6.0731,0.0016,313.38,5.9362,74.545
289,1,5,5,14,20,3.6421,74.656,74.663,74.664,11.917,11.894,11.881,11.874,11.872,11.871,11.87,11.87,11.87,11.87,11.87,11.871,11.87,11.872,11.871,11.872,11.873,11.873,11.872,11.873,11.873,22.858,265.97,74.703,74.664,39.001,6.0891,6.0868,0.0024,313.44,5.9488,74.709
290,1,5,5,13,20,3.783,74.73,74.73,74.732,12.015,11.993,11.981,11.976,11.975,11.973,11.973,11.972,11.972,11.972,11.974,11.973,11.974,11.973,11.975,11.975,11.975,11.974,11.975,11.975,11.975,22.069,265.72,74.723,74.727,4.5776,6.1411,6.1394,0.0017,313.07,6.0017,74.778
291,1,5,5,12,20,3.7446,74.689,74.69,74.695,12.129,12.105,12.094,12.088,12.087,12.086,12.085,12.085,12.085,12.086,12.086,12.086,12.087,12.086,12.087,12.088,12.089,12.087,12.086,12.087,12.088,23.526,265.4,74.656,74.664,8.5449,6.2083,6.2058,0.0025,312.84,6.0682,74.74
292,1,5,5,11,20,3.5397,74.689,74.692,74.691,12.321,12.296,12.281,12.274,12.271,12.267,12.266,12.266,12.266,12.265,12.264,12.265,12.266,12.267,12.266,12.265,12.266,12.266,12.266,12.267,12.267,24.764,265.16,74.694,74.755,60.425,6.3041,6.3025,0.0016,312.99,6.1644,74.729
293,1,5,5,10,20,3.7697,74.842,74.853,74.854,12.349,12.325,12.311,12.304,12.3,12.299,12.298,12.297,12.297,12.298,12.299,12.299,12.298,12.299,12.298,12.298,12.298,12.299,12.3,12.3,12.3,24.454,265.11,74.864,74.857,6.9427,6.3056,6.303,0.0026,312.85,6.1664,74.904
294,1,5,5,9,20,3.7644,75.108,75.104,75.109,12.26,12.236,12.227,12.221,12.219,12.219,12.221,12.219,12.219,12.221,12.222,12.221,12.22,12.221,12.222,12.222,12.222,12.221,12.221,12.222,12.223,23.166,265.24,75.094,75.094,0,6.2664,6.2645,0.002,312.68,6.1277,75.166
295,1,5,5,8,20,3.7781,75.16,75.16,75.162,12.038,12.015,12.005,12,11.998,11.998,11.999,12,11.998,11.998,11.999,12,12.001,12.001,12.001,12.001,12.001,12.002,12.001,12.001,12.002,22.713,265.67,75.122,75.13,8.2397,6.1956,6.194,0.0016,313.17,6.0572,75.238
296,1,5,5,7,20,3.7771,74.012,74.013,74.015,11.407,11.386,11.378,11.374,11.373,11.373,11.393,11.373,11.372,11.376,11.376,11.374,11.374,11.375,11.377,11.376,11.376,11.377,11.378,11.377,11.377,20.693,266.06,73.959,73.964,4.425,6.2187,6.2164,0.0022,313.61,6.0795,74.152
297,1,17,37,7,21,3.822,73.946,73.948,73.95,11.267,11.246,11.238,11.236,11.236,11.237,11.237,11.236,11.236,11.237,11.238,11.238,11.237,11.238,11.238,11.239,11.239,11.239,11.24,11.24,11.24,20.547,266.22,73.899,73.87,28.152,6.1692,6.1672,0.002,313.8,6.0303,74.091
298,1,5,5,8,21,3.7851,75.176,75.184,75.18,11.872,11.85,11.84,11.836,11.835,11.835,11.834,11.835,11.835,11.835,11.836,11.836,11.835,11.835,11.836,11.837,11.837,11.836,11.837,11.837,11.838,22.093,266,75.136,75.152,15.106,6.1171,6.1154,0.0017,313.56,5.9784,75.268
299,1,5,5,9,21,3.8417,75.147,75.153,75.154,12.174,12.15,12.139,12.136,12.133,12.132,12.13,12.13,12.133,12.133,12.132,12.133,12.133,12.132,12.133,12.134,12.134,12.134,12.134,12.135,12.135,23.383,265.53,75.128,75.163,34.866,6.2158,6.2135,0.0023,312.92,6.0769,75.214
300,1,5,5,10,21,3.7524,74.863,74.862,74.867,12.264,12.242,12.231,12.225,12.223,12.223,12.223,12.223,12.224,12.225,12.225,12.224,12.225,12.226,12.227,12.227,12.227,12.227,12.225,12.225,12.226,22.115,265.24,74.858,74.833,24.643,6.2682,6.2667,0.0016,312.8,6.1299,74.916
301,1,5,5,11,21,3.8671,74.673,74.679,74.686,12.274,12.248,12.237,12.232,12.23,12.228,12.228,12.228,12.228,12.228,12.228,12.23,12.229,12.23,12.23,12.23,12.23,12.23,12.23,12.231,12.232,25.566,265.31,74.676,74.716,40.298,6.2783,6.2765,0.0018,312.97,6.1413,74.725
302,1,5,5,12,21,3.7469,74.649,74.655,74.656,12.101,12.076,12.063,12.056,12.053,12.053,12.053,12.054,12.053,12.053,12.053,12.053,12.053,12.054,12.054,12.055,12.054,12.054,12.054,12.056,12.056,25.5,265.55,74.627,74.656,28.839,6.1933,6.1903,0.003,312.95,6.0536,74.693
