Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A03
Wafer ID                :N64S03A03
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 12:03:20 2026
Test End Date           :Wed May 13 12:16:48 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     28     5.1    521    94.9

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
221,1,5,5,30,18,3.8702,75.167,75.174,75.18,12.604,12.582,12.572,12.568,12.566,12.565,12.565,12.566,12.566,12.566,12.566,12.568,12.568,12.567,12.568,12.568,12.569,12.569,12.569,12.569,12.57,22.746,264.68,75.135,75.136,0.6104,6.4364,6.4346,0.0018,312.07,6.2998,75.234
222,1,5,5,29,18,3.8802,74.981,74.978,74.982,12.644,12.619,12.609,12.605,12.604,12.604,12.604,12.603,12.605,12.605,12.607,12.606,12.606,12.607,12.608,12.608,12.608,12.607,12.607,12.607,12.608,24.604,264.56,74.93,74.942,11.826,6.4605,6.4589,0.0016,311.9,6.3237,75.045
223,1,5,5,28,18,3.9291,74.938,74.947,74.941,12.58,12.555,12.544,12.538,12.538,12.538,12.537,12.537,12.537,12.537,12.537,12.538,12.539,12.539,12.539,12.539,12.54,12.54,12.539,12.541,12.541,24.498,264.85,74.919,74.986,66.772,6.3987,6.3963,0.0024,312.09,6.2619,75.012
224,1,5,5,27,18,3.9298,75.046,75.048,75.046,12.502,12.477,12.463,12.457,12.454,12.453,12.454,12.453,12.453,12.453,12.453,12.453,12.453,12.454,12.454,12.454,12.455,12.456,12.456,12.456,12.455,25.329,265.01,75.026,75.034,7.9346,6.3387,6.3365,0.0021,312.33,6.201,75.093
225,1,5,5,26,18,3.9324,75.092,75.099,75.098,12.375,12.349,12.335,12.329,12.326,12.324,12.323,12.323,12.322,12.322,12.323,12.323,12.324,12.325,12.325,12.324,12.323,12.323,12.324,12.325,12.325,25.921,265.2,75.081,75.087,5.4169,6.2659,6.2642,0.0016,312.62,6.1295,75.151
226,1,5,5,25,18,3.9143,75.02,75.018,75.025,12.211,12.187,12.176,12.169,12.166,12.164,12.166,12.166,12.165,12.165,12.166,12.166,12.166,12.167,12.167,12.167,12.167,12.167,12.167,12.168,12.169,23.47,265.49,74.991,74.999,8.1024,6.1938,6.191,0.0028,312.87,6.0569,75.072
227,1,5,5,24,18,3.93,74.758,74.76,74.763,12.01,11.985,11.972,11.967,11.965,11.963,11.962,11.962,11.963,11.964,11.965,11.963,11.964,11.965,11.964,11.964,11.965,11.966,11.966,11.965,11.965,24.792,265.82,74.718,74.698,20.142,6.1302,6.1278,0.0024,313.24,5.9943,74.84
228,1,5,5,23,18,3.9068,74.61,74.611,74.615,12.505,12.481,12.47,12.466,12.464,12.463,12.463,12.463,12.465,12.464,12.465,12.464,12.465,12.466,12.466,12.465,12.463,12.466,12.466,12.465,12.465,23.528,266.09,74.582,74.616,33.875,6.2056,6.2037,0.002,313.4,6.0703,74.669
229,1,5,5,22,18,3.8764,74.515,74.521,74.52,11.932,11.91,11.9,11.895,11.892,11.891,11.891,11.891,11.89,11.89,11.891,11.892,11.891,11.891,11.891,11.892,11.893,11.895,11.894,11.893,11.893,22.355,266.25,74.501,74.53,29.32,6.0679,6.0657,0.0022,313.58,5.9315,74.566
230,1,5,5,21,18,3.7857,74.496,74.503,74.5,15.439,15.413,15.394,15.39,15.397,15.388,15.391,15.39,15.394,15.39,15.391,15.397,15.394,15.39,15.391,15.391,15.392,15.394,15.392,15.396,15.395,26.181,266.46,74.484,74.508,24.498,7.1691,7.1668,0.0023,313.81,7.0333,74.561
231,1,5,5,20,18,3.7398,74.497,74.501,74.5,12.591,12.57,12.556,12.552,12.549,12.533,12.532,12.53,12.531,12.531,12.534,12.535,12.536,12.54,12.551,12.552,12.55,12.551,12.551,12.533,12.533,21.368,266.49,74.492,74.503,10.773,6.2915,6.2891,0.0024,313.77,6.1536,74.559
232,1,5,5,19,18,3.8041,74.465,74.469,74.47,11.956,11.934,11.922,11.917,11.916,11.915,11.915,11.914,11.915,11.915,11.916,11.917,11.917,11.915,11.916,11.917,11.918,11.915,11.916,11.917,11.917,21.489,266.4,74.469,74.469,0.0839,6.0697,6.0682,0.0015,313.7,5.9338,74.532
233,1,5,5,18,18,3.8557,74.475,74.478,74.482,11.842,11.82,11.808,11.803,11.803,11.801,11.799,11.8,11.801,11.801,11.801,11.802,11.803,11.802,11.802,11.802,11.803,11.804,11.804,11.803,11.804,22.721,266.28,74.469,74.505,36.552,6.0514,6.0499,0.0015,313.57,5.916,74.537
234,1,5,5,17,18,3.8373,74.516,74.513,74.516,11.915,11.892,11.881,11.876,11.874,11.875,11.874,11.874,11.873,11.875,11.874,11.875,11.875,11.875,11.876,11.875,11.876,11.877,11.876,11.876,11.877,23.06,266.16,74.525,74.568,42.351,6.0757,6.0736,0.0021,313.43,5.9393,74.561
235,1,5,5,16,18,3.8607,74.62,74.622,74.625,11.977,11.955,11.943,11.937,11.934,11.933,11.933,11.934,11.935,11.933,11.933,11.934,11.935,11.935,11.934,11.936,11.936,11.936,11.936,11.935,11.936,22.428,266.03,74.637,74.645,7.782,6.0932,6.0912,0.002,313.43,5.9582,74.661
236,1,5,5,15,18,3.9047,74.802,74.794,74.805,12.045,12.024,12.011,12.005,12.004,12.003,12.002,12.002,12.003,12.004,12.004,12.004,12.004,12.005,12.004,12.003,12.004,12.004,12.005,12.007,12.006,20.689,265.83,74.784,74.77,13.885,6.1208,6.1188,0.002,313.19,5.9853,74.84
237,1,5,5,14,18,3.8799,74.992,74.986,74.991,12.101,12.078,12.066,12.061,12.058,12.057,12.057,12.057,12.057,12.057,12.058,12.058,12.059,12.058,12.058,12.06,12.059,12.058,12.059,12.06,12.06,23.11,265.67,74.99,75.031,41.382,6.138,6.136,0.002,313.1,6.0019,75.035
238,1,5,5,13,18,4.0028,75.047,75.05,75.05,12.213,12.189,12.176,12.17,12.169,12.166,12.165,12.165,12.166,12.167,12.167,12.167,12.167,12.166,12.167,12.167,12.168,12.168,12.167,12.167,12.168,23.708,265.44,75.088,75.127,39.749,6.1943,6.1919,0.0024,312.84,6.0585,75.088
239,1,5,5,12,18,4.0393,74.941,74.944,74.952,12.28,12.257,12.246,12.24,12.237,12.235,12.233,12.234,12.235,12.235,12.234,12.235,12.234,12.236,12.236,12.236,12.236,12.236,12.236,12.237,12.237,23.038,265.35,74.917,74.944,26.718,6.2478,6.2458,0.002,312.87,6.1129,75.001
240,1,5,5,11,18,4.0318,74.892,74.895,74.892,12.363,12.34,12.33,12.326,12.324,12.323,12.323,12.324,12.324,12.323,12.324,12.324,12.326,12.326,12.325,12.326,12.326,12.326,12.326,12.326,12.327,23.191,265.22,74.888,74.88,8.1635,6.2975,6.2956,0.002,312.54,6.1634,74.938
241,1,5,5,10,18,3.9531,75.002,74.995,74.994,12.41,12.387,12.375,12.37,12.368,12.368,12.368,12.369,12.369,12.37,12.369,12.371,12.37,12.37,12.371,12.371,12.371,12.37,12.371,12.372,12.371,22.514,265.12,74.98,75.028,48.08,6.3219,6.3202,0.0017,312.51,6.1871,75.044
242,1,5,5,9,18,3.943,75.177,75.178,75.175,12.393,12.371,12.36,12.355,12.352,12.35,12.35,12.35,12.351,12.351,12.351,12.351,12.352,12.352,12.352,12.353,12.353,12.354,12.354,12.354,12.353,22.534,265.12,75.182,75.185,3.2043,6.3131,6.3111,0.002,312.52,6.1785,75.21
243,1,5,5,8,18,3.9542,75.034,75.038,75.045,12.113,12.091,12.079,12.075,12.074,12.075,12.074,12.075,12.074,12.074,12.074,12.076,12.076,12.075,12.076,12.076,12.077,12.076,12.077,12.076,12.077,22.05,265.61,74.997,75.004,7.2021,6.2563,6.2546,0.0016,312.9,6.1213,75.145
244,1,1,1,7,18,3.9795,73.71,73.71,73.712,11.654,11.632,11.623,11.62,11.618,11.618,11.617,11.619,11.62,11.619,11.619,11.619,11.619,11.62,11.621,11.622,11.621,11.621,11.621,11.622,11.622,21.885,265.23,73.644,73.585,59.28,6.4218,6.4204,0.0014,312.64,6.2862,73.845
245,1,17,37,7,19,3.9524,73.962,73.966,73.967,11.656,11.635,11.626,11.622,11.621,11.62,11.622,11.622,11.623,11.623,11.623,11.623,11.622,11.624,11.625,11.625,11.624,11.625,11.625,11.625,11.625,20.932,265.43,73.925,73.899,26.703,6.3549,6.3532,0.0017,312.87,6.2205,74.104
246,1,5,5,8,19,4.0513,75.1,75.1,75.105,12.064,12.041,12.032,12.027,12.025,12.026,12.026,12.027,12.026,12.026,12.026,12.028,12.029,12.027,12.028,12.027,12.028,12.028,12.029,12.029,12.029,22.244,265.74,75.062,75.113,51.117,6.199,6.1969,0.002,313.24,6.0638,75.179
247,1,5,5,9,19,3.9913,75.086,75.095,75.097,12.3,12.275,12.265,12.26,12.258,12.258,12.258,12.259,12.258,12.258,12.258,12.261,12.26,12.259,12.259,12.261,12.259,12.259,12.26,12.26,12.261,24.708,265.38,75.087,75.109,21.515,6.2667,6.2645,0.0022,312.71,6.1314,75.145
248,1,5,5,10,19,4.0904,74.874,74.873,74.872,12.381,12.357,12.345,12.339,12.335,12.334,12.333,12.335,12.335,12.334,12.335,12.335,12.335,12.336,12.336,12.336,12.337,12.337,12.337,12.338,12.336,23.086,265.24,74.872,74.958,85.602,6.3081,6.3061,0.002,312.67,6.1739,74.921
249,1,5,5,11,19,4.0338,74.753,74.75,74.755,12.346,12.319,12.307,12.301,12.301,12.3,12.299,12.297,12.298,12.298,12.299,12.3,12.3,12.3,12.3,12.301,12.3,12.301,12.301,12.301,12.301,26.837,265.25,74.742,74.817,75.226,6.2972,6.2954,0.0018,312.69,6.1611,74.791
250,1,5,5,12,19,4.0393,74.813,74.815,74.818,12.216,12.191,12.178,12.172,12.168,12.165,12.165,12.165,12.165,12.165,12.165,12.165,12.167,12.166,12.166,12.165,12.168,12.168,12.168,12.167,12.168,25.001,265.52,74.785,74.783,1.6785,6.2309,6.2285,0.0024,313.13,6.0947,74.873
251,1,5,5,13,19,4.1102,74.903,74.906,74.908,12.146,12.123,12.109,12.102,12.099,12.097,12.118,12.097,12.096,12.095,12.096,12.097,12.097,12.098,12.098,12.098,12.099,12.1,12.098,12.099,12.099,23.26,265.59,74.887,74.88,7.4768,6.171,6.1687,0.0023,312.99,6.0347,74.95
252,1,5,5,14,19,4.0408,74.828,74.844,74.831,12.066,12.043,12.03,12.024,12.022,12.021,12.021,12.021,12.02,12.02,12.021,12.021,12.021,12.022,12.022,12.022,12.023,12.023,12.022,12.023,12.023,22.615,265.75,74.812,74.825,12.817,6.1354,6.1332,0.0022,313.11,5.9998,74.876
253,1,5,5,15,19,4.0519,74.641,74.644,74.656,12.045,12.022,12.01,12.004,12.004,12.002,12.002,12.002,12.002,12.002,12.004,12.004,12.004,12.002,12.004,12.004,12.005,12.005,12.005,12.005,12.005,22.855,265.86,74.648,74.641,7.1716,6.1268,6.1246,0.0022,313.15,5.9929,74.702
254,1,5,5,16,19,3.9135,74.523,74.51,74.505,11.895,11.872,11.86,11.853,11.851,11.85,11.851,11.851,11.85,11.851,11.852,11.853,11.852,11.851,11.853,11.853,11.852,11.853,11.854,11.854,11.855,23.444,266.19,74.507,74.528,21.675,6.065,6.0622,0.0028,313.59,5.9292,74.552
255,1,5,5,17,19,3.7942,74.484,74.486,74.486,11.822,11.799,11.789,11.784,11.781,11.781,11.782,11.78,11.78,11.783,11.783,11.781,11.783,11.782,11.782,11.782,11.783,11.784,11.784,11.784,11.783,23.194,266.34,74.48,74.506,26.558,6.0345,6.0322,0.0023,313.7,5.8996,74.54
256,1,5,5,18,19,3.7273,74.521,74.522,74.525,11.795,11.772,11.761,11.756,11.753,11.753,11.753,11.752,11.752,11.751,11.752,11.753,11.754,11.752,11.754,11.755,11.755,11.754,11.753,11.754,11.754,22.537,266.31,74.507,74.525,17.86,6.0302,6.028,0.0022,313.68,5.8946,74.58
257,1,5,5,19,19,3.762,74.583,74.588,74.587,11.935,11.913,11.903,11.897,11.897,11.896,11.894,11.895,11.896,11.896,11.894,11.894,11.897,11.897,11.896,11.896,11.896,11.897,11.898,11.898,11.898,21.299,266.37,74.568,74.638,70.19,6.0385,6.0362,0.0023,313.73,5.9031,74.646
258,1,5,5,20,19,3.7223,74.624,74.625,74.629,12.866,12.843,12.832,12.826,12.824,12.822,12.823,12.822,12.824,12.823,12.822,12.823,12.823,12.826,12.827,12.825,12.821,12.822,12.826,12.826,12.828,23.809,266.68,74.595,74.628,33.035,6.2969,6.2951,0.0017,314.17,6.1626,74.695
259,1,5,5,21,19,3.8009,74.571,74.576,74.575,13.088,13.065,13.054,13.048,13.048,13.047,13.046,13.045,13.048,13.044,13.048,13.047,13.046,13.047,13.047,13.05,13.051,13.05,13.051,13.049,13.049,23.111,266.6,74.543,74.676,132.92,6.3379,6.3354,0.0025,313.95,6.2017,74.624
260,1,5,5,22,19,3.8484,74.489,74.491,74.492,11.855,11.833,11.822,11.817,11.814,11.814,11.814,11.815,11.812,11.814,11.815,11.814,11.814,11.814,11.814,11.815,11.816,11.816,11.815,11.815,11.816,21.358,266.42,74.491,74.522,30.609,6.0319,6.0291,0.0027,313.81,5.8977,74.534
261,1,5,5,23,19,3.9184,74.502,74.505,74.505,11.927,11.902,11.89,11.884,11.882,11.882,11.882,11.881,11.881,11.881,11.882,11.882,11.882,11.882,11.882,11.883,11.883,11.882,11.882,11.884,11.884,24.932,266.17,74.497,74.506,8.7738,6.0826,6.0805,0.0022,313.56,5.9481,74.556
262,1,5,5,24,19,4.0817,74.582,74.586,74.587,11.939,11.915,11.904,11.898,11.895,11.894,11.894,11.895,11.894,11.894,11.894,11.894,11.894,11.895,11.895,11.895,11.895,11.896,11.896,11.897,11.896,23.898,266.05,74.557,74.573,16.022,6.1062,6.1043,0.0019,313.34,5.9711,74.667
263,1,5,5,25,19,4.0444,74.827,74.832,74.83,12.082,12.062,12.049,12.043,12.042,12.041,12.04,12.039,12.039,12.04,12.039,12.04,12.041,12.041,12.041,12.041,12.042,12.042,12.043,12.043,12.042,19.812,265.69,74.789,74.784,4.6539,6.1603,6.1582,0.0021,313.06,6.0032,74.892
264,1,5,5,26,19,4.0797,74.921,74.922,74.919,12.261,12.237,12.225,12.218,12.216,12.215,12.215,12.214,12.215,12.215,12.215,12.216,12.217,12.216,12.217,12.217,12.217,12.217,12.218,12.218,12.218,24.064,265.39,74.905,74.903,2.2888,6.2419,6.2396,0.0023,312.63,6.0893,74.983
265,1,5,5,27,19,4.158,74.886,74.895,74.895,12.472,12.446,12.434,12.43,12.425,12.425,12.425,12.426,12.425,12.427,12.427,12.425,12.428,12.428,12.427,12.427,12.428,12.428,12.428,12.428,12.428,25.106,265,74.878,74.914,35.789,6.3416,6.3401,0.0015,312.32,6.193,74.948
266,1,5,5,28,19,4.1905,74.792,74.795,74.797,12.532,12.508,12.495,12.49,12.488,12.489,12.49,12.49,12.488,12.49,12.49,12.491,12.492,12.491,12.491,12.492,12.491,12.493,12.493,12.493,12.492,23.807,264.91,74.783,74.803,19.608,6.3867,6.385,0.0017,312.41,6.2388,74.839
267,1,5,5,29,19,4.2374,74.821,74.825,74.825,12.598,12.573,12.563,12.558,12.556,12.556,12.555,12.556,12.555,12.556,12.556,12.557,12.556,12.556,12.557,12.558,12.558,12.559,12.559,12.559,12.558,25.437,264.72,74.787,74.792,4.8065,6.4514,6.4492,0.0022,312.15,6.3041,74.886
268,1,5,5,30,19,4.1772,75.046,75.046,75.049,12.582,12.558,12.547,12.543,12.54,12.54,12.539,12.539,12.54,12.54,12.54,12.539,12.539,12.539,12.542,12.542,12.542,12.541,12.541,12.541,12.543,23.987,264.69,75.015,75.02,4.5776,6.4465,6.4444,0.0021,312.06,6.3014,75.121
269,1,5,5,31,19,4.1727,75.223,75.227,75.222,12.395,12.372,12.363,12.36,12.359,12.358,12.359,12.358,12.359,12.359,12.359,12.359,12.36,12.361,12.362,12.36,12.36,12.362,12.363,12.362,12.361,22.53,265.21,75.213,75.254,41.275,6.3526,6.3514,0.0012,312.6,6.2084,75.256
270,1,5,5,32,19,4.2247,74.189,74.193,74.196,11.652,11.629,11.618,11.612,11.61,11.61,11.609,11.61,11.609,11.609,11.61,11.611,11.612,11.612,11.61,11.613,11.613,11.612,11.612,11.613,11.613,22.818,265.91,74.142,74.138,3.6621,6.2814,6.2791,0.0023,313.44,6.1362,74.312
271,1,5,5,32,20,4.1804,74.241,74.248,74.25,11.731,11.709,11.699,11.695,11.693,11.691,11.692,11.692,11.693,11.693,11.693,11.692,11.692,11.692,11.693,11.694,11.693,11.694,11.694,11.694,11.694,22.732,265.81,74.198,74.207,9.5367,6.3102,6.3079,0.0022,313.33,6.1665,74.369
272,1,5,5,31,20,4.1493,75.224,75.227,75.228,12.474,12.452,12.442,12.439,12.438,12.437,12.437,12.439,12.438,12.438,12.439,12.44,12.439,12.44,12.44,12.44,12.441,12.441,12.442,12.441,12.441,21.613,265.04,75.21,75.279,69.656,6.3926,6.3909,0.0018,312.41,6.2496,75.266
273,1,5,5,30,20,4.036,75.006,75.008,75.011,12.597,12.573,12.56,12.555,12.552,12.552,12.553,12.554,12.554,12.553,12.553,12.552,12.553,12.554,12.553,12.553,12.554,12.554,12.554,12.554,12.554,24.247,264.69,74.976,74.989,13.206,6.4587,6.4565,0.0022,312.14,6.3152,75.077
274,1,5,5,29,20,4.177,74.744,74.752,74.752,12.599,12.575,12.563,12.556,12.553,12.553,12.554,12.553,12.552,12.553,12.555,12.554,12.553,12.552,12.553,12.554,12.556,12.555,12.556,12.555,12.556,24.172,264.78,74.716,74.74,24.338,6.4625,6.4599,0.0026,312.49,6.319,74.816
275,1,5,5,28,20,4.0383,74.691,74.69,74.694,12.544,12.52,12.51,12.505,12.505,12.505,12.504,12.504,12.504,12.504,12.505,12.506,12.506,12.507,12.507,12.507,12.507,12.506,12.507,12.507,12.509,24.344,264.84,74.689,74.733,44.113,6.4022,6.4005,0.0017,312.34,6.2584,74.73
276,1,5,5,27,20,4.0835,74.768,74.773,74.763,12.471,12.446,12.436,12.431,12.43,12.429,12.428,12.428,12.428,12.429,12.43,12.43,12.432,12.431,12.431,12.43,12.431,12.431,12.433,12.432,12.434,24.953,265,74.748,74.757,8.8501,6.3536,6.3513,0.0022,312.26,6.2125,74.805
277,1,5,5,26,20,4.0627,74.758,74.76,74.762,12.256,12.232,12.221,12.215,12.212,12.211,12.211,12.212,12.212,12.212,12.211,12.212,12.213,12.213,12.214,12.213,12.214,12.214,12.214,12.214,12.214,23.655,265.32,74.745,74.753,8.6975,6.2511,6.2491,0.002,312.66,6.1098,74.819
278,1,5,5,25,20,3.9471,74.667,74.668,74.678,12.115,12.09,12.076,12.068,12.065,12.064,12.063,12.061,12.061,12.063,12.063,12.063,12.062,12.062,12.064,12.064,12.063,12.064,12.064,12.063,12.064,25.092,265.79,74.642,74.642,0.1526,6.1737,6.1713,0.0024,313.19,6.0319,74.727
279,1,5,5,24,20,3.9187,74.447,74.447,74.447,11.924,11.901,11.89,11.886,11.882,11.882,11.882,11.882,11.883,11.883,11.883,11.883,11.883,11.883,11.884,11.884,11.885,11.885,11.885,11.885,11.885,22.767,266.03,74.409,74.412,3.5095,6.1111,6.1083,0.0027,313.48,5.9705,74.518
280,1,5,5,23,20,3.8931,74.411,74.415,74.41,11.919,11.895,11.883,11.876,11.875,11.874,11.875,11.876,11.876,11.874,11.875,11.876,11.875,11.876,11.876,11.876,11.877,11.878,11.877,11.877,11.878,23.584,266.19,74.405,74.415,9.9182,6.088,6.0859,0.002,313.54,5.9473,74.457
281,1,5,5,22,20,3.8616,74.453,74.454,74.455,11.87,11.846,11.835,11.829,11.827,11.827,11.826,11.826,11.827,11.827,11.827,11.828,11.826,11.827,11.828,11.829,11.83,11.829,11.829,11.829,11.828,23.695,266.45,74.478,74.486,7.7896,6.036,6.0341,0.0019,313.73,5.8955,74.493
282,1,5,5,21,20,3.7436,74.603,74.6,74.6,11.785,11.763,11.752,11.746,11.745,11.743,11.743,11.743,11.743,11.743,11.745,11.745,11.744,11.744,11.746,11.746,11.746,11.746,11.745,11.745,11.745,21.936,266.47,74.615,74.631,15.564,5.9943,5.9919,0.0023,313.9,5.8531,74.641
283,1,5,5,20,20,3.7105,74.719,74.723,74.726,12.705,12.683,12.673,12.667,12.662,12.663,12.661,12.662,12.662,12.661,12.662,12.663,12.664,12.66,12.662,12.662,12.664,12.664,12.662,12.663,12.663,21.397,266.62,74.717,74.784,67.291,6.1554,6.1525,0.0029,314.03,6.0144,74.762
284,1,5,5,19,20,3.7132,74.67,74.677,74.682,11.804,11.781,11.766,11.759,11.755,11.752,11.753,11.751,11.75,11.75,11.751,11.752,11.75,11.751,11.752,11.752,11.751,11.752,11.751,11.751,11.752,23.133,266.58,74.659,74.669,10.071,5.9917,5.9891,0.0026,314.17,5.8523,74.732
285,1,5,5,18,20,3.7082,74.537,74.536,74.537,11.761,11.739,11.728,11.724,11.722,11.722,11.721,11.72,11.72,11.719,11.72,11.721,11.72,11.722,11.723,11.723,11.723,11.723,11.722,11.722,11.723,22.042,266.43,74.505,74.53,24.651,6.0039,6.0017,0.0021,313.84,5.8656,74.602
286,1,5,5,17,20,3.8716,74.448,74.448,74.452,11.792,11.769,11.759,11.755,11.752,11.751,11.751,11.751,11.752,11.753,11.753,11.752,11.752,11.752,11.754,11.755,11.753,11.753,11.753,11.754,11.754,22.263,266.38,74.451,74.475,24.04,6.0243,6.0222,0.0021,313.77,5.8854,74.495
287,1,5,5,16,20,3.9386,74.41,74.412,74.41,11.877,11.852,11.84,11.835,11.831,11.829,11.829,11.828,11.829,11.83,11.831,11.831,11.829,11.829,11.83,11.83,11.831,11.832,11.833,11.832,11.832,24.614,266.33,74.403,74.413,9.8419,6.0655,6.0632,0.0023,313.68,5.926,74.447
288,1,5,5,15,20,4.0057,74.506,74.504,74.506,12.005,11.984,11.972,11.967,11.965,11.965,11.964,11.964,11.964,11.964,11.965,11.965,11.966,11.967,11.967,11.966,11.967,11.967,11.967,11.967,11.966,21.098,265.92,74.493,74.509,16.785,6.1359,6.1341,0.0018,313.13,5.9971,74.551
289,1,5,5,14,20,3.9036,74.69,74.685,74.679,12.055,12.033,12.021,12.016,12.01,12.009,12.009,12.008,12.009,12.009,12.008,12.009,12.01,12.011,12.012,12.011,12.011,12.01,12.011,12.011,12.012,22.627,265.8,74.671,74.683,11.826,6.1502,6.1478,0.0024,313.22,6.0105,74.723
290,1,5,5,13,20,4.0367,74.763,74.764,74.77,12.139,12.116,12.105,12.1,12.097,12.095,12.093,12.094,12.094,12.094,12.096,12.095,12.095,12.095,12.096,12.095,12.096,12.097,12.097,12.099,12.098,22.888,265.52,74.761,74.769,8.6212,6.1878,6.1855,0.0023,312.91,6.0486,74.808
291,1,5,5,12,20,4.0578,74.708,74.709,74.71,12.205,12.182,12.171,12.165,12.164,12.162,12.161,12.16,12.161,12.161,12.163,12.162,12.163,12.163,12.163,12.164,12.163,12.163,12.164,12.164,12.165,23.361,265.42,74.688,74.678,9.9182,6.2384,6.2359,0.0024,312.85,6.0993,74.756
292,1,5,5,11,20,3.6719,74.675,74.677,74.676,12.325,12.299,12.284,12.276,12.271,12.269,12.267,12.266,12.266,12.265,12.265,12.267,12.266,12.267,12.266,12.265,12.266,12.267,12.268,12.268,12.267,25.233,265.38,74.678,74.703,24.887,6.2972,6.2947,0.0025,313.15,6.1564,74.716
293,1,5,5,10,20,4.0808,74.813,74.814,74.818,12.352,12.327,12.313,12.307,12.303,12.3,12.3,12.299,12.299,12.3,12.299,12.3,12.3,12.3,12.3,12.3,12.301,12.301,12.3,12.3,12.301,24.633,265.37,74.826,74.803,22.659,6.2921,6.2897,0.0024,313.05,6.1535,74.866
294,1,5,5,9,20,4.3073,75.058,75.06,75.061,12.238,12.214,12.203,12.199,12.198,12.197,12.196,12.197,12.197,12.198,12.198,12.198,12.199,12.199,12.199,12.199,12.199,12.201,12.201,12.201,12.2,23.588,265.45,75.084,75.049,35.324,6.2413,6.2392,0.0021,312.91,6.1024,75.118
295,1,5,5,8,20,4.1023,75.136,75.138,75.141,12.005,11.981,11.972,11.967,11.965,11.965,11.966,11.966,11.966,11.965,11.965,11.967,11.966,11.967,11.967,11.967,11.968,11.968,11.968,11.968,11.969,23.622,265.99,75.107,75.133,26.627,6.1588,6.1565,0.0023,313.42,6.0206,75.2
296,1,5,5,7,20,3.999,74.057,74.06,74.06,11.552,11.529,11.52,11.517,11.516,11.515,11.515,11.515,11.517,11.516,11.517,11.516,11.516,11.517,11.518,11.519,11.519,11.518,11.518,11.518,11.518,22.595,265.82,74.008,74.018,9.8419,6.2736,6.272,0.0015,313.25,6.1358,74.197
297,1,17,37,7,21,4.0806,73.972,73.974,73.978,15.726,15.683,15.676,15.67,15.679,15.669,15.675,15.678,15.682,15.694,15.683,15.715,15.698,15.677,15.667,15.683,15.684,15.697,15.69,15.678,15.685,42.139,265.81,73.935,73.902,32.425,8.6168,8.6175,0.0007,313.25,8.4955,74.117
298,1,5,5,8,21,3.9667,75.15,75.152,75.148,11.896,11.875,11.863,11.859,11.859,11.859,11.859,11.858,11.859,11.859,11.88,11.859,11.861,11.861,11.862,11.86,11.861,11.862,11.862,11.861,11.862,20.971,266.18,75.115,75.133,18.845,6.1055,6.1036,0.0019,313.68,5.9675,75.213
299,1,5,5,9,21,4.0252,75.075,75.083,75.084,12.18,12.157,12.146,12.141,12.138,12.138,12.138,12.137,12.137,12.138,12.139,12.138,12.139,12.139,12.139,12.14,12.14,12.139,12.139,12.139,12.142,22.197,265.6,75.08,75.052,27.847,6.2111,6.2091,0.002,313.08,6.074,75.14
300,1,5,5,10,21,4.0223,74.802,74.808,74.808,12.288,12.264,12.25,12.245,12.244,12.242,12.241,12.241,12.241,12.241,12.243,12.243,12.242,12.243,12.244,12.244,12.243,12.243,12.243,12.245,12.244,24.294,265.32,74.793,74.77,23.575,6.2727,6.2707,0.0019,312.86,6.1355,74.866
301,1,5,5,11,21,4.0519,74.642,74.644,74.646,12.301,12.275,12.262,12.258,12.255,12.255,12.253,12.252,12.252,12.253,12.254,12.254,12.254,12.256,12.256,12.256,12.255,12.255,12.254,12.254,12.255,25.11,265.29,74.64,74.661,21.133,6.2877,6.2854,0.0023,312.93,6.1496,74.69
302,1,5,5,12,21,4.041,74.638,74.644,74.644,12.204,12.181,12.169,12.163,12.158,12.158,12.157,12.156,12.156,12.157,12.157,12.158,12.157,12.156,12.156,12.156,12.157,12.159,12.159,12.159,12.159,23.123,265.45,74.65,74.646,3.891,6.2394,6.2375,0.002,312.85,6.101,74.684
