
Tester ID/Tester Station: 3381-P-XX-020B-001003/
Computer Name           : 3380P-ATE-1003
Handler/Prober Name     : (Temperature: 022.8 C)
Production ID           : 50A_550mV_4U
Test Program Name       : D:\Project\LLD\LLD_8_Site\LLDC_3380P_AOR09_260402\LLDC_3380P_AOR09_211206.pln
Device Name             :
Lot ID                  : NK13374
Wafer ID                : NK13374-01
Probe Card No           :
Load Board No           :
SFT                     :
OPERATOR                :
Test Start Date         : Fri May 08 11:52:52 2026
Test End Date           : Fri May 08 11:55:04 2026
Fail Retest Rate        : 0.000000 % (Gross:568, Sample:568)
Sequence All ON         : NO
PreLoad Pat(Time)       :
Craft Current User      : app
Craft Version           : CRAFT_3380_2.60-SP3
OutPut TDO              :  WaferMapTDO SummaryTDO DataLogTDO HistogramTDO
Run Card No             :
Rom Code                :
                                       


 Sample   Pass   Pass%   Fail   Fail%
   542   529    97.60%      13     2.40%

,,,,,,Contact(1),Contact(2),Contact(3),Contact(4),VZ0(5),VZ0(6),VZ0(7),IR0(8),DIR0(9),VF0(10),VZ1(11),VZ2(12),DVZ(13),IR2_1(14),IR2_1_1(15),DIR2_1(16),VF1(17),IR2_2(18),VZ3(19),
437,3,1,1,12,26,378.048,3.211,356.176,3.643,22.364,22.364,22.364,22.583,6.199,236.254,22.606,22.533,72.372,8.659,8.538,-120.455,281.658,8.515,22.853,
438,4,1,1,9,27,345.526,3.334,380.409,3.442,22.244,22.244,22.244,22.564,5.531,237.897,22.482,22.41,72.098,4.501,4.423,-78.089,283.338,4.406,22.73,
439,5,1,1,10,27,360.56,3.233,379.3,3.297,22.173,22.173,22.173,22.572,5.054,237.234,22.415,22.341,73.975,6.558,6.447,-110.166,282.661,6.428,22.669,
440,6,1,1,11,27,383.592,3.644,349.717,2.8,22.14,22.14,22.14,22.583,5.436,237.906,22.371,22.3,70.724,4.533,4.398,-135.242,283.336,4.367,22.623,
441,7,1,1,12,27,368.407,3.282,358.615,2.982,22.333,22.333,22.333,22.603,6.485,236.826,22.566,22.498,68.115,6.661,6.533,-127.265,282.238,6.508,22.815,
442,1,1,1,10,28,378.234,3.057,345.268,3.003,22.261,22.261,22.261,22.563,4.673,237.035,22.476,22.415,61.386,5.33,5.278,-52.878,282.46,5.271,22.696,
443,2,1,1,11,28,314.484,3.591,369.859,2.947,22.174,22.174,22.174,22.585,4.482,238.264,22.375,22.316,59.464,2.025,1.947,-77.214,283.689,1.934,22.601,
444,3,1,1,12,28,371.146,2.961,346.441,3.325,22.339,22.339,22.339,22.563,3.91,236.222,22.564,22.501,62.485,7.143,7.067,-75.666,281.637,7.057,22.791,
445,6,1,1,11,29,373.964,3.335,344.152,2.58,22.123,22.123,22.123,22.567,4.196,238.374,22.332,22.274,58.502,3.293,3.219,-73.747,283.826,3.203,22.557,
446,7,1,1,12,29,361.869,3.034,353.637,2.767,22.318,22.318,22.318,22.583,4.292,236.793,22.533,22.474,59.372,5.157,5.086,-70.74,282.219,5.076,22.761,
447,0,1,1,13,28,392.089,3.497,392.489,3.358,22.158,22.158,22.158,22.584,3.91,238.489,22.394,22.322,72.052,6.786,6.682,-103.289,283.92,6.659,22.639,
448,1,1,1,14,28,384.271,3.299,349.674,3.215,22.292,22.292,22.292,22.587,4.292,237.064,22.533,22.46,73.334,7.347,7.216,-130.698,282.485,7.191,22.786,
449,2,1,1,15,28,321.372,3.832,375.202,3.159,22.182,22.182,22.182,22.606,4.768,237.795,22.406,22.338,68.344,3.776,3.614,-162.012,283.208,3.57,22.656,
450,3,1,1,16,28,377.026,3.2,353.937,3.608,22.355,22.355,22.355,22.588,6.294,236.254,22.599,22.527,71.136,9.157,9.005,-151.152,281.67,8.97,22.846,
451,4,1,1,13,29,343.673,3.317,378.706,3.429,22.301,22.301,22.301,22.573,5.15,237.885,22.536,22.466,70.313,5.179,5.08,-99.463,283.319,5.056,22.784,
452,5,1,1,14,29,359.101,3.218,377.963,3.286,22.183,22.183,22.183,22.578,5.341,237.228,22.43,22.357,72.372,7.188,7.032,-155.763,282.664,6.997,22.686,
453,6,1,1,15,29,381.024,3.603,348.48,2.79,22.136,22.136,22.136,22.588,5.913,237.903,22.356,22.283,72.922,5.051,4.909,-142.019,283.332,4.873,22.606,
454,7,1,1,16,29,368.035,3.273,358.336,2.978,22.327,22.327,22.327,22.605,5.913,236.825,22.563,22.494,69.26,6.917,6.795,-122.295,282.256,6.771,22.811,
455,0,1,1,17,28,389.149,3.49,390.208,3.366,22.179,22.179,22.179,22.598,6.008,238.467,22.411,22.339,72.052,7.918,7.807,-110.671,283.899,7.783,22.654,
456,1,1,1,18,28,384.15,3.294,349.545,3.213,22.316,22.316,22.316,22.593,6.294,237.066,22.553,22.479,73.196,7.802,7.654,-148.414,282.488,7.624,22.805,
457,2,1,1,19,28,323.889,3.828,377.913,3.16,22.192,22.192,22.192,22.602,7.534,237.828,22.413,22.344,69.397,3.412,3.269,-142.771,283.241,3.236,22.661,
458,3,1,1,20,28,381.382,3.197,356.419,3.567,22.338,22.338,22.338,22.572,7.343,236.298,22.583,22.51,72.556,7.966,7.861,-105.802,281.721,7.841,22.83,
459,4,1,1,17,29,338.116,3.293,373.986,3.428,22.318,22.318,22.318,22.592,6.962,237.839,22.55,22.48,69.946,6.638,6.522,-116.64,283.275,6.495,22.796,
460,5,1,1,18,29,358.715,3.214,377.662,3.284,22.203,22.203,22.203,22.585,5.245,237.225,22.446,22.372,73.746,7.655,7.498,-157.154,282.663,7.464,22.699,
461,6,1,1,19,29,384.886,3.627,351.448,2.791,22.139,22.139,22.139,22.584,4.196,237.929,22.372,22.3,71.365,4.658,4.518,-140.437,283.369,4.484,22.624,
462,7,1,1,20,29,372.212,3.27,362.678,2.976,22.32,22.32,22.32,22.593,5.341,236.875,22.555,22.486,69.122,5.952,5.843,-109.1,282.305,5.822,22.804,
463,0,1,1,21,28,395.243,3.495,395.3,3.346,22.158,22.158,22.158,22.576,4.482,238.523,22.392,22.32,71.411,6.2,6.097,-102.47,283.955,6.073,22.637,
464,1,1,1,22,28,390.186,3.3,355.625,3.217,22.304,22.304,22.304,22.572,6.104,237.128,22.541,22.469,72.556,6.141,6.017,-123.933,282.552,5.995,22.795,
465,2,1,1,23,28,325.506,3.833,379.672,3.166,22.2,22.2,22.2,22.598,5.341,237.847,22.418,22.349,68.985,3.025,2.897,-127.714,283.256,2.87,22.666,
466,3,1,1,24,28,381.796,3.201,357.578,3.58,22.362,22.362,22.362,22.575,6.771,236.3,22.603,22.531,71.365,8.065,7.951,-113.97,281.725,7.932,22.849,
467,4,1,1,21,29,344.46,3.309,380.001,3.43,22.304,22.304,22.304,22.573,6.294,237.903,22.537,22.467,69.901,5.207,5.106,-101.224,283.325,5.084,22.784,
468,5,1,1,22,29,364.18,3.217,383.17,3.286,22.197,22.197,22.197,22.568,4.196,237.282,22.44,22.366,74.295,6.273,6.165,-108.023,282.714,6.146,22.693,
469,6,1,1,23,29,384.672,3.584,353.165,2.794,22.149,22.149,22.149,22.843,29.469,237.945,22.379,22.307,72.006,19.185,19.083,-101.965,283.383,19.062,22.63,
470,7,1,1,24,29,372.863,3.278,363.379,2.982,22.339,22.339,22.339,22.595,6.199,236.878,22.572,22.503,69.122,6.07,5.954,-116.09,282.314,5.928,22.82,
471,0,1,1,25,28,395.157,3.505,393.283,3.314,22.175,22.175,22.175,22.582,4.864,238.514,22.408,22.333,74.478,6.542,6.476,-65.759,283.945,6.464,22.65,
472,1,1,1,26,28,390.465,3.315,355.403,3.22,22.299,22.299,22.299,22.574,4.101,237.125,22.537,22.46,77.316,6.201,6.144,-57.288,282.548,6.137,22.787,
473,2,1,1,27,28,328.181,3.848,382.111,3.175,22.175,22.175,22.175,22.588,3.529,237.865,22.396,22.324,72.922,2.212,2.139,-72.659,283.274,2.127,22.643,
474,3,1,1,28,28,385.516,3.216,358.93,3.552,22.332,22.332,22.332,22.56,4.482,236.33,22.574,22.501,73.517,6.958,6.862,-95.154,281.764,6.849,22.82,
475,4,1,1,25,29,344.217,3.324,377.848,3.399,22.324,22.324,22.324,22.579,3.719,237.891,22.541,22.468,72.556,5.573,5.47,-103.199,283.317,5.446,22.784,
476,5,1,1,26,29,364.873,3.233,383.72,3.299,22.187,22.187,22.187,22.569,4.482,237.285,22.43,22.355,75.623,6.273,6.191,-82.409,282.717,6.177,22.683,
477,6,1,1,27,29,387.154,3.587,356.076,2.807,22.122,22.122,22.122,22.571,5.913,237.97,22.355,22.282,72.281,3.584,3.482,-101.46,283.414,3.463,22.607,
478,7,1,1,28,29,376.36,3.295,366.683,2.995,22.314,22.314,22.314,22.582,5.245,236.902,22.547,22.477,70.267,5.068,4.976,-92.181,282.348,4.962,22.795,
479,0,1,1,29,28,385.702,3.268,385.873,3.115,22.143,22.143,22.143,22.569,2.384,237.952,22.364,22.298,65.231,5.553,5.477,-76.743,283.968,5.454,22.593,
480,1,1,1,30,28,379.915,3.077,345.898,2.993,22.262,22.262,22.262,22.565,5.245,237.136,22.487,22.421,66.193,5.592,5.473,-118.772,282.562,5.435,22.726,
481,2,1,1,31,28,318.446,3.608,373.356,2.946,22.122,22.122,22.122,22.579,3.529,237.301,22.328,22.267,60.562,1.606,1.505,-101.381,283.301,1.463,22.557,
482,4,1,1,29,29,334.346,3.091,368.578,3.173,22.294,22.294,22.294,22.567,3.815,237.316,22.513,22.448,65.048,4.702,4.621,-80.961,283.335,4.595,22.745,
483,5,1,1,30,29,354.638,2.998,374.451,3.073,22.165,22.165,22.165,22.559,5.817,237.293,22.396,22.333,63.446,5.722,5.571,-150.49,282.743,5.503,22.638,
484,0,1,1,27,30,397.131,3.388,400.436,3.311,22.14,22.14,22.14,22.557,4.005,239.013,22.358,22.295,63.629,4.575,4.529,-45.619,284.501,4.522,22.585,
485,1,1,1,28,30,390.322,3.2,355.21,3.107,22.275,22.275,22.275,22.556,5.15,237.173,22.499,22.432,67.2,4.829,4.761,-68.721,282.6,4.751,22.736,
486,2,1,1,29,30,326.493,3.734,380.216,3.061,22.157,22.157,22.157,22.577,5.817,238.325,22.362,22.301,61.066,1.385,1.297,-87.828,283.798,1.27,22.595,
487,4,9,9,27,31,347.071,3.208,380.473,3.289,22.288,22.288,22.288,22.639,72.384,,,,,,,,,,,
488,5,1,1,28,31,364.68,3.122,383.348,3.189,22.156,22.156,22.156,22.553,4.387,237.329,22.38,22.317,63.446,5.067,5.003,-63.436,282.777,4.991,22.614,
489,0,1,1,23,30,400.264,3.493,403.862,3.417,22.169,22.169,22.169,22.566,6.771,238.576,22.404,22.329,74.295,5.283,5.237,-45.675,284.005,5.23,22.646,
490,1,1,1,24,30,393.777,3.298,358.887,3.208,22.299,22.299,22.299,22.566,6.58,237.163,22.538,22.465,73.38,5.549,5.443,-106.497,282.59,5.42,22.791,
491,2,1,1,25,30,330.148,3.832,384.192,3.159,22.177,22.177,22.177,22.584,6.104,237.894,22.4,22.331,68.802,1.939,1.823,-115.956,283.3,1.796,22.65,
492,3,1,1,26,30,389.957,3.201,365.081,3.568,22.335,22.335,22.335,22.549,6.485,236.381,22.58,22.508,72.556,6.066,5.99,-75.711,281.812,5.981,22.828,
493,4,1,1,23,31,349.846,3.309,383.871,3.399,22.31,22.31,22.31,22.563,5.913,237.947,22.543,22.473,70.267,4.299,4.228,-71.256,283.384,4.216,22.789,
494,5,1,1,24,31,368.078,3.215,386.975,3.284,22.191,22.191,22.191,22.561,6.676,237.316,22.435,22.361,73.105,5.675,5.571,-103.277,282.756,5.555,22.688,
495,6,1,1,25,31,391.216,3.613,358.1,2.789,22.132,22.132,22.132,22.567,6.866,237.998,22.365,22.295,70.267,3.276,3.168,-108.214,283.439,3.147,22.619,
496,7,1,1,26,31,381.474,3.28,371.768,2.983,22.319,22.319,22.319,22.57,4.101,236.957,22.556,22.486,69.58,4.129,4.062,-67.15,282.402,4.054,22.804,
497,0,1,1,19,30,397.246,3.483,401.759,3.427,22.159,22.159,22.159,22.573,5.913,238.545,22.387,22.319,67.657,5.848,5.756,-92.293,283.979,5.733,22.611,
498,1,1,1,20,30,392.139,3.291,357.327,3.202,22.282,22.282,22.282,22.567,4.768,237.146,22.515,22.445,70.129,5.681,5.588,-92.753,282.567,5.572,22.747,
499,2,1,1,21,30,328.61,3.824,382.476,3.149,22.169,22.169,22.169,22.59,3.624,237.881,22.381,22.315,65.643,2.09,2.024,-66.768,283.291,2.01,22.601,
500,3,9,9,22,30,386.188,3.191,361.004,3.554,22.343,22.343,22.343,22.769,1548,,,,,,,,,,,
501,4,1,1,19,31,347.614,3.308,381.696,3.399,22.301,22.301,22.301,22.567,4.673,237.927,22.529,22.464,64.682,4.698,4.596,-102.38,283.363,4.568,22.756,
502,5,1,1,20,31,366.64,3.209,385.544,3.277,22.174,22.174,22.174,22.563,4.864,237.303,22.412,22.343,68.939,5.836,5.727,-108.753,282.745,5.704,22.646,
503,6,1,1,21,31,389.178,3.615,355.518,2.779,22.122,22.122,22.122,22.572,6.008,237.973,22.347,22.28,66.65,3.633,3.541,-91.889,283.418,3.519,22.568,
504,7,14,14,22,31,377.204,3.271,367.606,2.974,22.319,22.319,22.319,23.05,8.011,236.917,22.542,22.479,63.263,36.92,,,,,,
505,0,1,1,15,30,396.523,3.496,401.58,3.454,22.152,22.152,22.152,22.572,4.578,238.533,22.391,22.32,71.045,5.851,5.759,-91.856,283.971,5.738,22.639,
506,1,1,1,16,30,388.634,3.296,353.923,3.216,22.291,22.291,22.291,22.578,6.199,237.115,22.533,22.461,72.189,6.514,6.385,-128.735,282.528,6.361,22.787,
507,2,1,1,17,30,324.09,3.828,378.184,3.163,22.184,22.184,22.184,22.601,4.768,237.829,22.405,22.337,68.161,3.191,3.064,-127.478,283.238,3.035,22.653,
508,3,1,1,18,30,382.004,3.196,357.17,3.568,22.346,22.346,22.346,22.572,6.58,236.305,22.591,22.519,71.96,7.794,7.7,-93.886,281.716,7.684,22.838,
509,4,1,1,15,31,348.608,3.312,382.876,3.412,22.301,22.301,22.301,22.563,5.054,237.933,22.538,22.469,68.985,4.298,4.224,-74.88,283.372,4.208,22.788,
510,5,1,1,16,31,363.579,3.214,382.64,3.287,22.186,22.186,22.186,22.57,3.719,237.283,22.432,22.36,72.372,6.422,6.297,-124.168,282.709,6.273,22.687,
511,6,1,1,17,31,385.18,3.63,351.348,2.789,22.138,22.138,22.138,22.585,4.196,237.928,22.371,22.302,68.985,4.65,4.502,-147.472,283.371,4.467,22.624,
512,7,1,1,18,31,373.321,3.275,363.922,2.982,22.326,22.326,22.326,22.592,5.531,236.882,22.563,22.496,67.383,5.819,5.698,-121.42,282.308,5.674,22.812,
513,1,1,1,12,30,386.868,3.171,352.206,3.086,22.285,22.285,22.285,22.559,3.91,237.063,22.498,22.438,59.784,5.024,4.97,-54.146,282.485,4.962,22.717,
514,2,1,1,13,30,322.394,3.702,376.489,3.035,22.17,22.17,22.17,22.582,3.529,238.283,22.373,22.313,59.464,1.753,1.664,-88.321,283.709,1.646,22.601,
515,3,1,1,14,30,377.562,3.071,351.77,3.418,22.329,22.329,22.329,22.56,3.338,236.23,22.556,22.495,61.34,6.976,6.893,-83.811,281.648,6.877,22.786,
516,6,1,1,13,31,384.715,3.521,350.06,2.664,22.116,22.116,22.116,22.565,2.861,238.393,22.326,22.268,57.861,3.147,3.066,-81.029,283.844,3.046,22.554,
517,7,1,1,14,31,370.538,3.151,361.097,2.859,22.308,22.308,22.308,22.577,4.387,236.823,22.526,22.468,58.502,4.68,4.614,-66.241,282.255,4.602,22.757,
518,1,1,1,14,32,389.442,3.053,354.052,2.946,22.245,22.245,22.245,22.54,3.624,237.164,22.46,22.402,57.907,3.622,3.581,-41.008,282.64,3.574,22.676,
519,2,1,1,15,32,326.35,3.589,380.645,2.919,22.162,22.162,22.162,22.562,4.578,238.939,22.359,22.305,53.879,0.22279,0.169844,-52.946,284.365,0.158097,22.577,
520,3,1,1,16,32,378.063,2.958,351.763,3.294,22.332,22.332,22.332,22.549,3.242,236.307,22.555,22.497,57.404,6.02,5.969,-50.32,281.786,5.962,22.777,
521,7,1,1,16,33,376.661,3.039,367.441,2.748,22.255,22.255,22.255,22.558,2.575,236.96,22.479,22.422,56.763,3.186,3.136,-50.231,282.446,3.124,22.7,
522,0,1,1,17,32,401.716,3.517,406.458,3.461,22.166,22.166,22.166,22.566,6.485,238.574,22.405,22.333,72.281,5.193,5.131,-61.596,284.002,5.12,22.654,
523,1,1,1,18,32,397.196,3.32,362.048,3.225,22.303,22.303,22.303,22.559,5.722,237.187,22.546,22.472,74.112,5.005,4.92,-84.686,282.602,4.908,22.803,
524,2,1,1,19,32,337.965,3.854,391.767,3.177,22.18,22.18,22.18,22.569,4.196,237.952,22.406,22.336,69.763,0.703655,0.629324,-74.33,283.358,0.614795,22.659,
525,3,1,1,20,32,394.313,3.22,369.709,3.597,22.331,22.331,22.331,22.545,5.436,236.419,22.581,22.508,72.464,5.687,5.631,-55.964,281.823,5.626,22.833,
526,4,1,1,17,33,359.945,3.356,393.112,3.428,22.28,22.28,22.28,22.547,3.719,238.029,22.524,22.452,72.418,3.058,2.998,-59.823,283.468,2.985,22.778,
527,5,1,1,18,33,381.317,3.242,400.178,3.31,22.162,22.162,22.162,22.539,5.341,237.44,22.417,22.341,75.989,3.917,3.851,-66.398,282.872,3.839,22.679,
528,6,1,1,19,33,408.175,3.663,373.807,2.813,22.097,22.097,22.097,22.54,6.39,238.146,22.341,22.266,74.341,1.184,1.123,-61.203,283.578,1.112,22.601,
529,7,1,1,20,33,394.993,3.299,385.358,3.002,22.272,22.272,22.272,22.551,10.395,237.086,22.521,22.447,73.654,2.669,2.626,-42.96,282.512,2.619,22.778,
530,0,1,1,21,32,405.958,3.511,412.188,3.486,22.15,22.15,22.15,22.555,4.959,238.612,22.381,22.312,69.122,4.39,4.337,-52.295,284.053,4.327,22.605,
531,1,1,1,22,32,401.037,3.319,366.447,3.235,22.292,22.292,22.292,22.909,14.782,237.229,22.526,22.454,71.091,27.615,27.556,-58.118,282.551,27.545,22.75,
532,2,1,1,23,32,338.216,3.853,392.067,3.18,22.184,22.184,22.184,22.569,4.482,237.955,22.398,22.332,65.552,0.680374,0.623434,-56.94,283.364,0.613875,22.619,
533,3,1,1,24,32,395.007,3.223,370.86,3.611,22.346,22.346,22.346,22.544,3.242,236.426,22.585,22.514,70.404,5.547,5.502,-45.384,281.757,5.498,22.81,
534,4,1,1,21,33,366.611,3.336,401.587,3.446,22.255,22.255,22.255,22.535,3.147,238.102,22.493,22.422,70.999,2.183,2.141,-42.882,283.545,2.13,22.714,
535,5,14,14,22,33,388.949,3.246,407.753,3.313,22.136,22.136,22.136,23.47,24.223,237.517,22.382,22.309,72.51,62.042,,,,,,
536,6,23,23,23,33,402.911,4.156,370.309,3.307,0.704132,,,,,,,,,,,,,,,
537,7,1,1,24,33,394.077,3.302,384.45,3.007,22.292,22.292,22.292,22.552,4.387,237.076,22.524,22.458,66.147,2.702,2.666,-35.802,282.426,2.663,22.748,
538,0,1,1,25,32,395.679,3.256,404.778,3.296,22.156,22.156,22.156,22.549,3.147,238.656,22.365,22.307,57.816,3.956,3.911,-45.238,284.147,3.903,22.582,
539,1,1,1,26,32,392.082,3.061,358.758,3.008,22.285,22.285,22.285,22.54,3.719,236.593,22.497,22.438,58.685,3.512,3.47,-42.029,282.021,3.465,22.715,
540,2,1,1,27,32,325.928,3.588,381.482,2.958,22.141,22.141,22.141,22.563,2.193,237.975,22.334,22.279,54.703,0.272538,0.232898,-39.639,283.449,0.225179,22.543,
541,4,1,1,25,33,353.379,3.081,388.792,3.208,22.261,22.261,22.261,22.534,3.242,238.108,22.473,22.416,57.587,2.126,2.089,-37.552,283.609,2.078,22.691,
