
Tester ID/Tester Station: 3381-P-XX-020B-001003/
Computer Name           : 3380P-ATE-1003
Handler/Prober Name     : (Temperature: 022.8 C)
Production ID           : 50A_550mV_4U
Test Program Name       : D:\Project\LLD\LLD_8_Site\LLDC_3380P_AOR09_260402\LLDC_3380P_AOR09_211206.pln
Device Name             :
Lot ID                  : NK13374
Wafer ID                : NK13374-02
Probe Card No           :
Load Board No           :
SFT                     :
OPERATOR                :
Test Start Date         : Fri May 08 11:55:42 2026
Test End Date           : Fri May 08 11:57:59 2026
Fail Retest Rate        : 0.000000 % (Gross:568, Sample:568)
Sequence All ON         : NO
PreLoad Pat(Time)       :
Craft Current User      : app
Craft Version           : CRAFT_3380_2.60-SP3
OutPut TDO              :  WaferMapTDO SummaryTDO DataLogTDO HistogramTDO
Run Card No             :
Rom Code                :
                                       


 Sample   Pass   Pass%   Fail   Fail%
   542   535    98.71%       7     1.29%

,,,,,,Contact(1),Contact(2),Contact(3),Contact(4),VZ0(5),VZ0(6),VZ0(7),IR0(8),DIR0(9),VF0(10),VZ1(11),VZ2(12),DVZ(13),IR2_1(14),IR2_1_1(15),DIR2_1(16),VF1(17),IR2_2(18),VZ3(19),
437,3,1,1,12,26,379.937,3.226,356.534,3.631,22.123,22.123,22.123,22.581,8.392,236.265,22.355,22.287,68.024,8.624,8.508,-115.843,281.67,8.483,22.593,
438,4,1,1,9,27,349.209,3.342,381.346,3.394,21.987,21.987,21.987,22.557,4.387,237.917,22.206,22.14,65.506,3.988,3.933,-55.167,283.355,3.92,22.437,
439,5,1,1,10,27,363.386,3.232,382.24,3.298,21.895,21.895,21.895,22.563,4.768,237.264,22.128,22.058,69.763,5.974,5.879,-95.726,282.688,5.863,22.373,
440,6,1,1,11,27,382.469,3.594,350.769,2.796,21.883,21.883,21.883,22.579,6.294,237.915,22.104,22.038,66.33,4.374,4.249,-125.324,283.349,4.218,22.348,
441,7,1,1,12,27,369.401,3.281,359.709,2.984,22.093,22.093,22.093,22.601,8.297,236.832,22.317,22.252,64.682,6.638,6.516,-121.723,282.249,6.49,22.556,
442,1,1,1,10,28,381.052,3.053,348.229,3,21.993,21.993,21.993,22.554,4.673,237.064,22.206,22.147,59.555,4.758,4.708,-49.333,282.487,4.702,22.425,
443,2,1,1,11,28,315.785,3.588,371.132,2.94,21.915,21.915,21.915,22.58,5.054,238.274,22.117,22.058,58.914,1.759,1.686,-72.782,283.706,1.673,22.342,
444,3,1,1,12,28,372.391,2.97,348.458,3.354,22.098,22.098,22.098,22.562,3.338,236.228,22.322,22.261,61.707,7.141,7.07,-70.886,281.648,7.06,22.546,
445,6,1,1,11,29,374.043,3.305,345.562,2.572,21.858,21.858,21.858,22.562,3.719,238.393,22.069,22.011,58.273,3.038,2.969,-68.676,283.843,2.955,22.293,
446,7,1,1,12,29,360.739,3.031,352.435,2.761,22.074,22.074,22.074,22.587,5.15,236.783,22.29,22.231,59.28,5.522,5.45,-71.885,282.211,5.441,22.515,
447,0,1,1,13,28,391.467,3.493,413.346,3.781,21.931,21.931,21.931,22.589,8.297,238.487,22.164,22.092,71.457,7.26,7.153,-107.193,283.917,7.128,22.405,
448,1,1,1,14,28,382.676,3.299,348.065,3.213,22.061,22.061,22.061,22.598,8.202,237.051,22.3,22.225,74.57,8.21,8.066,-144.398,282.468,8.036,22.549,
449,2,1,1,15,28,320.513,3.829,374.558,3.158,21.938,21.938,21.938,22.61,5.341,237.792,22.161,22.092,68.436,4.205,4.028,-177.058,283.2,3.978,22.409,
450,3,1,1,16,28,377.798,3.212,353.501,3.598,22.092,22.092,22.092,22.587,6.008,236.254,22.337,22.267,70.221,9.263,9.105,-157.513,281.669,9.065,22.583,
451,4,1,1,13,29,342.057,3.315,374.773,3.38,22.07,22.07,22.07,22.581,5.341,237.867,22.302,22.233,69.122,5.81,5.701,-108.337,283.307,5.675,22.546,
452,5,1,1,14,29,358.121,3.221,376.911,3.284,21.953,21.953,21.953,22.585,6.008,237.221,22.196,22.124,71.96,7.786,7.62,-166.904,282.651,7.582,22.449,
453,6,1,1,15,29,379.572,3.596,347.25,2.786,21.897,21.897,21.897,22.594,7.248,237.898,22.115,22.044,70.679,5.577,5.423,-153.654,283.324,5.382,22.364,
454,7,1,1,16,29,367.42,3.272,357.749,2.975,22.068,22.068,22.068,22.607,5.245,236.821,22.304,22.236,68.344,7.18,7.053,-127.725,282.248,7.026,22.551,
455,0,1,1,17,28,388.055,3.485,409.727,3.786,21.915,21.915,21.915,22.601,4.768,238.456,22.148,22.077,70.77,8.28,8.165,-115.787,283.894,8.136,22.391,
456,1,1,1,18,28,381.653,3.292,347.314,3.215,22.061,22.061,22.061,22.603,6.962,237.046,22.299,22.227,72.464,8.684,8.524,-160.61,282.465,8.489,22.547,
457,2,1,1,19,28,319.87,3.823,373.95,3.152,21.952,21.952,21.952,22.616,4.578,237.791,22.171,22.104,67.886,4.582,4.422,-160.834,283.204,4.381,22.416,
458,3,1,1,20,28,378.664,3.213,355.94,3.63,22.103,22.103,22.103,22.587,5.054,236.268,22.345,22.274,70.908,9.147,9.025,-121.936,281.69,9.002,22.588,
459,4,1,1,17,29,337.651,3.311,370.317,3.376,22.056,22.056,22.056,22.596,5.341,237.829,22.289,22.22,68.848,7.061,6.932,-129.588,283.265,6.901,22.534,
460,5,1,1,18,29,355.361,3.209,374.379,3.278,21.95,21.95,21.95,22.596,4.292,237.201,22.192,22.121,71.091,8.703,8.52,-182.522,282.631,8.48,22.444,
461,6,1,1,19,29,378.134,3.575,346.527,2.78,21.901,21.901,21.901,22.599,4.292,237.894,22.131,22.061,69.077,5.987,5.82,-166.59,283.328,5.779,22.379,
462,7,1,1,20,29,367.405,3.267,357.764,2.972,22.08,22.08,22.08,22.61,6.104,236.827,22.313,22.245,67.749,7.375,7.24,-134.827,282.261,7.215,22.556,
463,0,1,1,21,28,392.132,3.478,412.223,3.736,21.911,21.911,21.911,22.584,4.482,238.5,22.143,22.073,70.587,6.973,6.864,-108.506,283.932,6.839,22.385,
464,1,1,1,22,28,387.304,3.285,353.758,3.222,22.042,22.042,22.042,22.578,4.673,237.11,22.281,22.208,73.38,6.766,6.629,-136.151,282.529,6.604,22.53,
465,2,1,1,23,28,322.23,3.82,376.554,3.155,21.935,21.935,21.935,22.604,4.673,237.817,22.155,22.086,68.71,3.687,3.544,-142.176,283.23,3.514,22.4,
466,3,1,1,24,28,377.691,3.208,354.116,3.603,22.104,22.104,22.104,22.591,5.531,236.26,22.344,22.273,71.136,9.43,9.309,-120.847,281.685,9.292,22.586,
467,4,1,1,21,29,340.841,3.303,374.222,3.384,22.051,22.051,22.051,22.584,5.245,237.861,22.283,22.214,69.214,6.178,6.059,-118.873,283.3,6.031,22.527,
468,5,1,1,22,29,360.496,3.205,379.851,3.281,21.936,21.936,21.936,22.576,5.627,237.252,22.178,22.105,73.105,7.063,6.936,-127.153,282.69,6.912,22.429,
469,6,1,1,23,29,381.067,3.57,349.874,2.784,21.889,21.889,21.889,22.587,7.629,237.918,22.119,22.048,70.862,4.975,4.866,-109.56,283.359,4.843,22.367,
470,7,1,1,24,29,367.863,3.262,358.615,2.975,22.087,22.087,22.087,22.609,4.864,236.835,22.318,22.248,69.489,7.216,7.132,-83.587,282.275,7.119,22.56,
471,0,1,1,25,28,388.598,3.484,411.072,3.783,21.931,21.931,21.931,22.604,5.054,238.456,22.159,22.086,73.334,8.359,8.284,-75.273,283.889,8.268,22.398,
472,1,1,1,26,28,383.47,3.294,349.503,3.221,22.064,22.064,22.064,22.598,5.15,237.067,22.299,22.223,75.439,8.146,8.047,-98.554,282.488,8.032,22.545,
473,2,1,1,27,28,321.043,3.829,375.109,3.161,21.941,21.941,21.941,22.611,3.529,237.791,22.16,22.09,69.26,4.089,3.96,-128.869,283.21,3.932,22.405,
474,3,1,1,28,28,380.974,3.217,356.047,3.585,22.094,22.094,22.094,22.576,3.719,236.292,22.335,22.264,71.777,8.258,8.134,-123.641,281.716,8.11,22.58,
475,4,1,1,25,29,339.003,3.317,371.59,3.381,22.087,22.087,22.087,22.598,2.384,237.828,22.299,22.226,73.013,7.038,6.974,-64.244,283.266,6.961,22.536,
476,5,1,1,26,29,358.15,3.211,377.133,3.284,21.965,21.965,21.965,22.59,3.052,237.226,22.202,22.129,73.517,7.978,7.871,-107.485,282.665,7.853,22.451,
477,6,1,1,27,29,379.236,3.555,348.873,2.79,21.897,21.897,21.897,22.591,5.245,237.904,22.125,22.055,70.129,5.318,5.164,-154.058,283.339,5.13,22.375,
478,7,1,1,28,29,370.216,3.275,360.682,2.981,22.075,22.075,22.075,22.598,5.627,236.856,22.308,22.238,69.672,6.409,6.291,-117.908,282.292,6.271,22.553,
479,0,1,1,29,28,380.545,3.269,404.305,3.6,21.904,21.904,21.904,22.587,4.482,237.913,22.125,22.06,64.819,7.02,6.925,-95.042,283.91,6.898,22.354,
480,1,1,1,30,28,375.509,3.08,342.114,3.018,22.037,22.037,22.037,22.581,4.005,237.094,22.263,22.197,66.376,6.853,6.726,-127.018,282.513,6.686,22.499,
481,2,1,1,31,28,314.77,3.615,369.551,2.959,21.905,21.905,21.905,22.592,3.433,237.272,22.109,22.049,60.059,2.622,2.515,-106.711,283.254,2.473,22.336,
482,4,1,1,29,29,329.99,3.105,364.566,3.214,22.048,22.048,22.048,22.584,2.766,237.275,22.268,22.205,63.126,6.053,5.951,-102.043,283.271,5.917,22.5,
483,5,1,1,30,29,349.81,3,369.565,3.088,21.927,21.927,21.927,22.574,5.15,237.246,22.158,22.094,63.995,6.982,6.797,-184.889,282.692,6.712,22.4,
484,0,1,1,27,30,392.511,3.399,413.99,3.682,21.922,21.922,21.922,22.572,4.292,238.537,22.148,22.08,67.886,5.847,5.782,-64.165,283.964,5.771,22.384,
485,1,1,1,28,30,385.995,3.212,351.112,3.123,22.037,22.037,22.037,22.57,4.673,237.12,22.27,22.199,70.724,5.981,5.892,-88.894,282.559,5.879,22.513,
486,2,1,1,29,30,322.48,3.749,376.124,3.073,21.908,21.908,21.908,22.589,4.959,237.854,22.122,22.057,65.002,2.429,2.318,-110.963,283.265,2.285,22.361,
487,4,1,1,27,31,343.108,3.242,375.466,3.301,22.068,22.068,22.068,22.568,2.193,237.909,22.294,22.227,66.971,4.786,4.716,-69.315,283.337,4.705,22.531,
488,5,1,1,28,31,360.582,3.134,379.221,3.199,21.92,21.92,21.92,22.565,3.147,237.281,22.157,22.088,69.122,6.083,5.986,-97.106,282.73,5.967,22.403,
489,0,1,1,23,30,397.768,3.502,417.738,3.749,21.918,21.918,21.918,22.573,5.341,238.541,22.151,22.079,72.372,5.955,5.902,-53.148,283.978,5.893,22.392,
490,1,1,1,24,30,390.773,3.313,355.69,3.216,22.064,22.064,22.064,22.577,5.341,237.132,22.301,22.227,73.38,6.509,6.395,-113.779,282.553,6.376,22.549,
491,2,1,1,25,30,326.45,3.845,379.901,3.163,21.963,21.963,21.963,22.6,5.722,237.848,22.181,22.113,67.749,3.172,3.049,-123.248,283.261,3.023,22.426,
492,3,1,1,26,30,386.031,3.236,359.266,3.566,22.124,22.124,22.124,22.568,4.768,236.327,22.366,22.294,71.503,7.534,7.437,-97.185,281.753,7.423,22.608,
493,4,1,1,23,31,348.723,3.339,380.888,3.389,22.071,22.071,22.071,22.569,3.529,237.919,22.304,22.235,69.077,4.825,4.752,-73.467,283.353,4.739,22.548,
494,5,1,1,24,31,365.617,3.231,384.071,3.287,21.969,21.969,21.969,22.571,5.722,237.291,22.209,22.137,72.052,6.46,6.348,-112.074,282.725,6.329,22.46,
495,6,1,1,25,31,386.446,3.597,354.28,2.79,21.926,21.926,21.926,22.58,5.722,237.958,22.154,22.084,69.672,4.3,4.178,-122.306,283.401,4.154,22.402,
496,7,1,1,26,31,376.89,3.291,366.976,2.988,22.112,22.112,22.112,22.585,4.768,236.912,22.344,22.275,69.717,5.302,5.223,-78.403,282.348,5.212,22.587,
497,0,1,1,19,30,394.263,3.502,415.921,3.788,21.926,21.926,21.926,22.586,4.959,238.507,22.159,22.09,69.946,6.998,6.885,-112.365,283.94,6.86,22.404,
498,1,1,1,20,30,387.297,3.295,353.036,3.216,22.048,22.048,22.048,22.585,4.101,237.102,22.287,22.214,73.654,7.158,7.038,-119.344,282.522,7.018,22.539,
499,2,1,1,21,30,325.234,3.829,379.171,3.154,21.928,21.928,21.928,22.598,4.101,237.843,22.149,22.08,69.489,3.042,2.948,-94.593,283.255,2.931,22.398,
500,3,1,1,22,30,385.344,3.215,356.841,3.507,22.09,22.09,22.09,22.564,4.864,236.33,22.335,22.262,72.922,7.278,7.233,-44.957,281.753,7.229,22.58,
501,4,1,1,19,31,344.431,3.345,376.732,3.4,22.072,22.072,22.072,22.583,4.864,237.881,22.305,22.237,67.749,5.985,5.859,-126.031,283.312,5.827,22.553,
502,5,1,1,20,31,361.004,3.212,380.03,3.283,21.95,21.95,21.95,22.581,7.153,237.256,22.194,22.123,71.32,7.311,7.173,-137.385,282.692,7.146,22.45,
503,6,1,1,21,31,383.892,3.579,352.035,2.783,21.886,21.886,21.886,22.582,7.248,237.937,22.119,22.05,69.443,4.528,4.413,-114.688,283.377,4.39,22.372,
504,7,1,1,22,31,374.844,3.272,365.381,2.98,22.075,22.075,22.075,22.587,5.722,236.9,22.311,22.243,68.481,5.509,5.437,-72.053,282.329,5.428,22.56,
505,0,1,1,15,30,395.88,3.512,415.728,3.763,21.913,21.913,21.913,22.578,4.673,238.519,22.151,22.08,71.182,6.376,6.277,-98.644,283.956,6.254,22.397,
506,1,1,1,16,30,388.341,3.311,354.309,3.238,22.042,22.042,22.042,22.581,4.578,237.102,22.285,22.212,72.601,6.855,6.72,-134.838,282.519,6.693,22.538,
507,2,1,1,17,30,322.695,3.844,377.09,3.177,21.931,21.931,21.931,22.607,5.341,237.809,22.154,22.086,67.795,3.823,3.683,-139.898,283.217,3.651,22.402,
508,3,1,1,18,30,381.188,3.227,357.413,3.624,22.105,22.105,22.105,22.581,7.057,236.282,22.349,22.278,70.496,8.599,8.495,-103.928,281.692,8.477,22.594,
509,4,1,1,15,31,348.308,3.352,380.681,3.411,22.058,22.058,22.058,22.568,4.673,237.913,22.294,22.224,69.946,4.824,4.743,-80.771,283.346,4.726,22.541,
510,5,1,1,16,31,363.572,3.232,382.655,3.301,21.937,21.937,21.937,22.572,5.722,237.27,22.182,22.111,71.274,6.634,6.508,-126.334,282.701,6.483,22.438,
511,6,1,1,17,31,382.447,3.615,350.161,2.805,21.89,21.89,21.89,22.59,5.245,237.91,22.123,22.055,68.619,5.197,5.04,-157.603,283.344,5.002,22.376,
512,7,1,1,18,31,370.696,3.286,361.276,2.994,22.088,22.088,22.088,22.603,6.962,236.852,22.325,22.258,67.52,6.75,6.618,-132.572,282.271,6.592,22.572,
513,1,1,1,12,30,387.676,3.18,353.343,3.099,22.022,22.022,22.022,22.559,3.147,237.07,22.236,22.176,59.967,5.086,5.031,-54.617,282.485,5.024,22.456,
514,2,1,1,13,30,321.586,3.718,375.466,3.045,21.932,21.932,21.932,22.588,3.338,238.268,22.133,22.074,58.594,2.309,2.217,-92.596,283.693,2.197,22.357,
515,3,1,1,14,30,377.626,3.102,353.336,3.489,22.096,22.096,22.096,22.567,3.815,236.218,22.322,22.261,61.157,7.581,7.492,-88.961,281.632,7.476,22.548,
516,6,1,1,13,31,381.861,3.487,349.317,2.675,21.866,21.866,21.866,22.57,3.719,238.378,22.076,22.018,57.999,3.557,3.471,-86.279,283.828,3.449,22.301,
517,7,1,1,14,31,369.744,3.16,360.167,2.866,22.072,22.072,22.072,22.582,3.433,236.81,22.289,22.23,59.097,5.106,5.036,-70.224,282.238,5.025,22.515,
518,1,1,1,14,32,388.906,3.067,354.788,2.984,22.011,22.011,22.011,22.544,2.861,237.158,22.208,22.156,52.002,3.899,3.868,-31.292,282.624,3.865,22.408,
519,2,9,9,15,32,325.663,3.601,379.887,2.931,21.923,21.923,21.923,22.695,90.599,,,,,,,,,,,
520,3,1,1,16,32,378.227,2.987,353.959,3.375,22.089,22.089,22.089,22.552,2.766,236.294,22.298,22.245,52.963,6.306,6.269,-36.924,281.768,6.268,22.504,
521,7,1,1,16,33,379.264,3.047,369.859,2.751,22.047,22.047,22.047,22.554,2.861,236.983,22.249,22.197,52.094,2.942,2.902,-40.009,282.467,2.894,22.458,
522,0,1,1,17,32,398.92,3.501,416.443,3.714,21.919,21.919,21.919,22.571,4.292,238.557,22.148,22.08,68.024,5.689,5.627,-61.372,283.985,5.616,22.386,
523,1,1,1,18,32,393.319,3.304,359.087,3.227,22.059,22.059,22.059,22.568,5.054,237.062,22.291,22.222,68.985,5.773,5.69,-83.216,282.482,5.675,22.531,
524,2,1,1,19,32,329.418,3.838,383.413,3.167,21.95,21.95,21.95,22.589,4.864,237.882,22.164,22.099,64.819,2.291,2.202,-88.052,283.288,2.185,22.404,
525,3,1,1,20,32,387.905,3.223,362.334,3.58,22.101,22.101,22.101,22.562,4.959,236.257,22.342,22.273,69.077,7.016,6.951,-64.524,281.681,6.943,22.582,
526,4,1,1,17,33,360.053,3.346,393.562,3.428,22.042,22.042,22.042,22.545,3.529,238.039,22.269,22.203,66.559,3.028,2.981,-47.695,283.474,2.968,22.506,
527,5,23,23,18,33,380.037,3.247,399.034,3.323,2.565,,,,,,,,,,,,,,,
528,6,1,1,19,33,394.435,3.598,362.513,2.797,21.857,21.857,21.857,22.559,4.292,238.042,22.088,22.019,68.939,2.703,2.629,-73.354,283.476,2.613,22.331,
529,7,1,1,20,33,383.928,3.285,374.3,2.988,22.035,22.035,22.035,22.569,4.387,236.889,22.275,22.204,70.587,4.05,3.988,-62.112,282.328,3.979,22.52,
530,0,1,1,21,32,401.03,3.488,415.971,3.626,21.913,21.913,21.913,22.565,5.245,238.582,22.152,22.08,71.732,5.233,5.171,-61.978,284.013,5.16,22.397,
531,1,1,1,22,32,397.539,3.302,363.414,3.222,22.051,22.051,22.051,22.556,7.057,237.201,22.295,22.221,74.341,4.808,4.738,-70.482,282.628,4.729,22.547,
532,2,1,1,23,32,334.511,3.84,388.341,3.165,21.951,21.951,21.951,22.575,4.864,237.927,22.174,22.105,69.077,1.244,1.174,-69.876,283.337,1.164,22.422,
533,3,1,1,24,32,391.86,3.223,366.926,3.596,22.127,22.127,22.127,22.552,4.673,236.392,22.372,22.299,72.372,6.24,6.184,-55.784,281.824,6.18,22.614,
534,4,1,1,21,33,359.695,3.342,393.255,3.42,22.017,22.017,22.017,22.545,4.959,238.034,22.262,22.187,74.615,3.033,2.974,-58.589,283.467,2.963,22.512,
535,5,1,1,22,33,382.218,3.224,401.165,3.293,21.906,21.906,21.906,22.534,4.387,237.462,22.161,22.083,77.225,3.603,3.544,-58.96,282.905,3.535,22.419,
536,6,1,1,23,33,398.011,3.583,366.576,2.792,21.881,21.881,21.881,22.552,5.245,238.083,22.106,22.03,75.394,2.133,2.067,-66.353,283.528,2.057,22.356,
537,7,1,1,24,33,386.395,3.285,376.704,2.986,22.085,22.085,22.085,22.565,5.15,237.016,22.323,22.251,72.464,3.742,3.682,-59.88,282.454,3.676,22.569,
538,0,1,1,25,32,390.801,3.24,410.635,3.492,21.953,21.953,21.953,22.561,3.624,238.609,22.157,22.1,56.58,4.873,4.821,-52.71,284.101,4.81,22.368,
539,1,1,1,26,32,388.72,3.047,355.833,3.001,22.077,22.077,22.077,22.547,2.766,236.559,22.284,22.226,58.548,4.106,4.059,-46.775,281.992,4.053,22.498,
540,2,1,1,27,32,320.842,3.587,375.896,2.942,21.915,21.915,21.915,22.575,3.719,237.927,22.105,22.051,54.932,1.234,1.185,-49.782,283.393,1.175,22.312,
541,4,1,1,25,33,348.694,3.095,383.692,3.208,22.071,22.071,22.071,22.544,2.956,238.052,22.271,22.215,56.305,2.888,2.841,-46.943,283.547,2.828,22.482,
